model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,2.1666666666666665,0.7637626158259733,0.7857142857142857,0.13946874421261884,4,1.0
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,3.6666666666666665,2.362907813126304,0.7083333333333334,0.26020824993326663,4,2.0
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,2.5,0.8660254037844386,0.6805555555555555,0.06364688465216445,4,3.0
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,3.3333333333333335,1.6072751268321592,0.621031746031746,0.047742894506015716,4,4.0
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,2.6666666666666665,1.0408329997330665,0.611111111111111,0.271100295776988,4,5.0
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,4.0,1.3228756555322954,0.5158730158730159,0.190971578024063,4,6.0
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,5.0,3.605551275463989,0.4702380952380952,0.4657714323688008,4,7.0
gpt-4.1,GPT-4.1,automation_GPT-4.1,6.333333333333333,1.5275252316519465,0.3511904761904762,0.09163573999012292,4,8.0
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,7.0,0.0,0.25595238095238093,0.11618584104728058,4,9.0
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.666666666666666,0.5773502691896258,0.0,0.0,4,10.0
