model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,1.0,0.0,0.9375,0.08838834764831845,3,1.0
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,2.0,0.0,0.8035714285714286,0.07576144084141581,3,2.0
gpt-4.1,GPT-4.1,automation_GPT-4.1,2.75,1.0606601717798212,0.7410714285714286,0.16414978848973424,3,3.0
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,2.5,0.7071067811865476,0.5952380952380952,0.3703892663358106,3,4.0
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,4.75,1.0606601717798212,0.5357142857142857,0.05050762722761051,3,5.0
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,4.25,1.0606601717798212,0.5267857142857143,0.13889597487592897,3,6.0
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,4.25,1.7677669529663689,0.41666666666666663,0.11785113019775792,3,7.0
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,5.833333333333333,2.4664414311581235,0.24206349206349206,0.09548578901203146,3,8.0
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,7.5,2.1213203435596424,0.20535714285714285,0.11364216126212369,3,9.0
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,7.75,0.3535533905932738,0.125,0.1767766952966369,3,10.0
