model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,2.6666666666666665,2.886751345948129,0.7678571428571429,0.3004036400225129,4,1.0
plain,plain,plain,2.375,1.3768926368215255,0.75,0.2041241452319315,4,2.0
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,3.1666666666666665,1.4433756729740643,0.6071428571428571,0.1287696884094282,4,3.5
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,4.333333333333333,2.516611478423583,0.6071428571428571,0.2519059996368908,4,3.5
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,4.666666666666667,2.081665999466133,0.5,0.125,4,5.0
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,4.166666666666667,2.254624876411447,0.48809523809523814,0.2323716820945612,4,6.0
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,4.5,0.5,0.44047619047619047,0.1687791295090217,4,7.0
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,6.166666666666667,3.617089069035117,0.2916666666666667,0.4018187817080398,4,8.0
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,6.666666666666667,2.254624876411447,0.25,0.0,4,9.0
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,7.5,0.8660254037844386,0.21428571428571427,0.13946874421261884,4,10.0
