model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,7.416666666666667,0.3535533905932738,0.7357859531772575,0.025225659975439754,3,1.0
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,3.916666666666667,1.0606601717798214,0.7132867132867133,0.1516406150796326,3,2.0
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,4.25,3.181980515339464,0.6982872200263505,0.34470291045984536,3,3.0
gpt-4.1,GPT-4.1,automation_GPT-4.1,9.833333333333334,5.6568542494923815,0.6669453734671125,0.16357263890324256,3,4.0
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,8.333333333333334,3.7712361663282534,0.6544035674470456,0.1261282998771992,3,5.0
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,8.083333333333332,2.2391714737573993,0.5909090909090908,0.10713739108887078,3,6.0
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,16.666666666666668,2.8284271247461907,0.3687290969899666,0.031926225906415986,3,7.0
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,15.277777777777779,6.364688465216444,0.34598493294145466,0.06882442785957449,3,8.0
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,20.083333333333336,0.5892556509887875,0.24247491638795987,0.05596943307050709,3,9.0
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,24.5,2.1213203435596424,0.06020066889632107,0.02364905622697484,3,10.0
