model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,1.6666666666666667,1.1547005383792517,0.9166666666666666,0.14433756729740643,4,1.0
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,2.1666666666666665,1.1547005383792515,0.7222222222222222,0.13393959390267995,4,2.0
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,2.8333333333333335,1.5275252316519468,0.6686507936507936,0.044675913687292505,4,3.0
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,4.0,1.8027756377319946,0.6011904761904762,0.16203163796209763,4,4.0
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,4.5,1.8027756377319946,0.5297619047619048,0.17158970601666163,4,5.0
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,4.333333333333333,3.3291640592396967,0.4861111111111111,0.3393553256352949,4,6.0
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,4.666666666666667,1.6072751268321592,0.42658730158730157,0.1271545235715247,4,7.0
gpt-4.1,GPT-4.1,automation_GPT-4.1,6.333333333333333,0.7637626158259734,0.3511904761904762,0.09163573999012295,4,8.0
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,6.166666666666667,2.362907813126304,0.2976190476190476,0.28366077517723465,4,9.0
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.666666666666666,0.5773502691896258,0.0,0.0,4,10.0
