model_label,condition,aggregate_rank,avg_win_rate_across_judges
Claude-Opus-4.8,automation_Claude-Opus-4.8,5.0,0.5694444444444444
Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,1.5,0.8333333333333334
DeepSeek-V3.1,automation_DeepSeek-V3.1,7.0,0.3988095238095238
GPT-3.5-Turbo,automation_GPT-3.5-Turbo,10.0,0.0
GPT-4.1,automation_GPT-4.1,9.0,0.30357142857142855
GPT-5-Mini,automation_GPT-5-Mini,1.5,0.8333333333333334
GPT-O3-Mini,automation_GPT-O3-Mini,8.0,0.38095238095238093
GPT-O4-Mini,automation_GPT-O4-Mini,6.0,0.4761904761904762
GPT-OSS-120B,automation_GPT-OSS-120B,4.0,0.5773809523809524
Gemini-3.1-Pro,automation_Gemini-3.1-Pro,3.0,0.626984126984127
