model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,1.3333333333333333,0.5773502691896257,0.9523809523809524,0.08247860988423224,4,1.0
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,2.8333333333333335,1.0408329997330665,0.7321428571428571,0.1525714954520988,4,2.0
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,3.0,2.0,0.6666666666666666,0.38188130791298663,4,3.0
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,2.8333333333333335,0.28867513459481287,0.6547619047619048,0.13521210347143509,4,4.0
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,4.666666666666667,1.1547005383792517,0.5119047619047619,0.1958866984750516,4,5.0
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,4.333333333333333,1.1547005383792515,0.5,0.0,4,6.0
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,6.0,1.0,0.3511904761904762,0.09163573999012292,4,7.0
plain,plain,plain,5.75,3.2015621187164243,0.3169642857142857,0.2939204708714228,4,8.0
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,7.0,3.4641016151377544,0.20833333333333334,0.2602082499332666,4,9.0
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,7.333333333333333,0.5773502691896257,0.16666666666666666,0.14433756729740646,4,10.0
