model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,1.6666666666666667,1.1547005383792517,0.9047619047619048,0.16495721976846447,4,1.0
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,2.3333333333333335,1.1547005383792515,0.7916666666666666,0.19094065395649332,4,2.0
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,2.5,0.8660254037844386,0.6805555555555555,0.06364688465216445,4,3.0
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,3.1666666666666665,0.2886751345948129,0.5694444444444444,0.21381672664362017,4,4.0
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,3.6666666666666665,1.7559422921421233,0.5634920634920635,0.2676145285728153,4,5.0
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,3.8333333333333335,2.254624876411447,0.5376984126984127,0.14873013755484255,4,6.0
gpt-4.1,GPT-4.1,automation_GPT-4.1,6.0,1.7320508075688772,0.39285714285714285,0.1287696884094282,4,7.0
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,6.5,0.8660254037844386,0.2976190476190476,0.1832714799802459,4,8.0
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,7.333333333333333,1.5275252316519468,0.22023809523809523,0.19588669847505158,4,9.0
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.333333333333334,0.5773502691896258,0.041666666666666664,0.07216878364870323,4,10.0
