model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,1.5,0.7071067811865476,0.9285714285714286,0.10101525445522107,3,1.0
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,2.5,0.7071067811865476,0.6785714285714286,0.2525381361380527,3,2.5
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,3.5,2.1213203435596424,0.6785714285714286,0.2525381361380527,3,2.5
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,3.5,2.1213203435596424,0.6517857142857143,0.31567267017256584,3,4.0
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,3.0,0.0,0.625,0.1767766952966369,3,5.0
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,4.0,0.0,0.5982142857142857,0.037880720420707926,3,6.0
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,4.75,2.4748737341529163,0.375,0.1767766952966369,3,7.0
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,5.833333333333333,2.753785273643051,0.30357142857142855,0.18813667415808463,3,8.0
plain,plain,plain,6.5,3.0413812651491097,0.20833333333333334,0.2602082499332666,3,9.0
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,6.75,0.3535533905932738,0.19642857142857142,0.07576144084141581,3,10.0
