model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank
plain,plain,plain,1.625,0.9464847243000456,0.8125,0.1613743060919757,4,1.0
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,2.3333333333333335,0.5773502691896257,0.7857142857142857,0.061858957413174195,4,2.0
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,2.3333333333333335,1.1547005383792515,0.6964285714285715,0.18813667415808466,4,3.0
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,4.5,3.968626966596886,0.5416666666666666,0.3145764348029479,4,4.0
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,5.0,0.0,0.39285714285714285,0.1287696884094282,4,5.0
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,5.833333333333333,0.7637626158259733,0.38690476190476186,0.1076377459525305,4,6.0
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,5.833333333333333,2.565800719723442,0.3333333333333333,0.19094065395649334,4,7.5
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,5.666666666666667,2.081665999466133,0.3333333333333333,0.2886751345948129,4,7.5
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,6.5,2.5,0.31547619047619047,0.29032734281564754,4,9.0
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,6.833333333333333,0.2886751345948129,0.2976190476190476,0.13402774106187743,4,10.0
