scope,judge_a,judge_b,n_pairs,mean_abs_gap,within_one_share,method,correlation
all,Claude-Opus-4.8,DeepSeek-V3.1,98,1.989795918367347,0.46938775510204084,spearman,0.46119643548757583
all,Claude-Opus-4.8,DeepSeek-V3.1,98,1.989795918367347,0.46938775510204084,pearson,0.4720909455378394
all,Claude-Opus-4.8,google/gemini-3.1-pro,98,1.9591836734693877,0.3979591836734694,spearman,0.49238787493042163
all,Claude-Opus-4.8,google/gemini-3.1-pro,98,1.9591836734693877,0.3979591836734694,pearson,0.5010570276105193
all,Claude-Opus-4.8,GPT-4.1,35,2.4285714285714284,0.42857142857142855,spearman,0.023445777409508754
all,Claude-Opus-4.8,GPT-4.1,35,2.4285714285714284,0.42857142857142855,pearson,0.02880351325532955
all,DeepSeek-V3.1,google/gemini-3.1-pro,112,2.0535714285714284,0.38392857142857145,spearman,0.46701301463525136
all,DeepSeek-V3.1,google/gemini-3.1-pro,112,2.0535714285714284,0.38392857142857145,pearson,0.46961085288611304
all,DeepSeek-V3.1,GPT-4.1,49,3.377551020408163,0.061224489795918366,spearman,0.37201058720413877
all,DeepSeek-V3.1,GPT-4.1,49,3.377551020408163,0.061224489795918366,pearson,0.36796683967807536
all,google/gemini-3.1-pro,GPT-4.1,49,2.4693877551020407,0.3877551020408163,spearman,0.15047819021299286
all,google/gemini-3.1-pro,GPT-4.1,49,2.4693877551020407,0.3877551020408163,pearson,0.22043839624439276
augmentation,Claude-Opus-4.8,DeepSeek-V3.1,49,2.2857142857142856,0.4489795918367347,spearman,0.27245703871084165
augmentation,Claude-Opus-4.8,DeepSeek-V3.1,49,2.2857142857142856,0.4489795918367347,pearson,0.2758444764202461
augmentation,Claude-Opus-4.8,google/gemini-3.1-pro,49,2.173469387755102,0.3877551020408163,spearman,0.35541334841014904
augmentation,Claude-Opus-4.8,google/gemini-3.1-pro,49,2.173469387755102,0.3877551020408163,pearson,0.3710712069942023
augmentation,Claude-Opus-4.8,GPT-4.1,21,2.2857142857142856,0.47619047619047616,spearman,0.17027245932399407
augmentation,Claude-Opus-4.8,GPT-4.1,21,2.2857142857142856,0.47619047619047616,pearson,0.1681345614953415
augmentation,DeepSeek-V3.1,google/gemini-3.1-pro,56,2.2589285714285716,0.35714285714285715,spearman,0.41858365114751583
augmentation,DeepSeek-V3.1,google/gemini-3.1-pro,56,2.2589285714285716,0.35714285714285715,pearson,0.39790592080686515
augmentation,DeepSeek-V3.1,GPT-4.1,28,3.4285714285714284,0.10714285714285714,spearman,0.43780585903066394
augmentation,DeepSeek-V3.1,GPT-4.1,28,3.4285714285714284,0.10714285714285714,pearson,0.4251188923198554
augmentation,google/gemini-3.1-pro,GPT-4.1,28,3.1607142857142856,0.21428571428571427,spearman,0.19801923708887834
augmentation,google/gemini-3.1-pro,GPT-4.1,28,3.1607142857142856,0.21428571428571427,pearson,0.15310128563307548
automation,Claude-Opus-4.8,DeepSeek-V3.1,49,1.6938775510204083,0.4897959183673469,spearman,0.6454373851343835
automation,Claude-Opus-4.8,DeepSeek-V3.1,49,1.6938775510204083,0.4897959183673469,pearson,0.6508534682936199
automation,Claude-Opus-4.8,google/gemini-3.1-pro,49,1.7448979591836735,0.40816326530612246,spearman,0.6930909320282943
automation,Claude-Opus-4.8,google/gemini-3.1-pro,49,1.7448979591836735,0.40816326530612246,pearson,0.6718883965868877
automation,Claude-Opus-4.8,GPT-4.1,14,2.642857142857143,0.35714285714285715,spearman,-0.3011830213529698
automation,Claude-Opus-4.8,GPT-4.1,14,2.642857142857143,0.35714285714285715,pearson,-0.2923280356029859
automation,DeepSeek-V3.1,google/gemini-3.1-pro,56,1.8482142857142858,0.4107142857142857,spearman,0.5318818151985177
automation,DeepSeek-V3.1,google/gemini-3.1-pro,56,1.8482142857142858,0.4107142857142857,pearson,0.537148988815296
automation,DeepSeek-V3.1,GPT-4.1,21,3.3095238095238093,0.0,spearman,0.3053773088772765
automation,DeepSeek-V3.1,GPT-4.1,21,3.3095238095238093,0.0,pearson,0.2505210148061977
automation,google/gemini-3.1-pro,GPT-4.1,21,1.5476190476190477,0.6190476190476191,spearman,0.35376228478614824
automation,google/gemini-3.1-pro,GPT-4.1,21,1.5476190476190477,0.6190476190476191,pearson,0.2523439477635062
