model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,1.0,0.0,0.9583333333333334,0.07216878364870322,4,1.0
plain,plain,plain,2.375,1.25,0.7142857142857143,0.1515228816828316,4,2.0
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,3.3333333333333335,1.5275252316519465,0.6547619047619048,0.13521210347143509,4,3.0
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,4.166666666666667,2.466441431158124,0.5416666666666666,0.19094065395649332,4,4.0
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,4.666666666666667,2.081665999466133,0.5,0.125,4,5.0
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,4.666666666666667,2.081665999466133,0.48214285714285715,0.09942436362196466,4,6.0
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,5.333333333333333,0.5773502691896257,0.3511904761904762,0.09163573999012295,4,7.0
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,6.5,2.29128784747792,0.25595238095238093,0.2115399481418674,4,8.0
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,6.333333333333333,2.081665999466133,0.25,0.25,4,9.0
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,7.833333333333333,1.6072751268321592,0.22023809523809523,0.08438956475451086,4,10.0
