model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank,task_slug,task_title,mode,score,rank_value,source,judge_model
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,1.6666666666666667,1.1547005383792517,0.8333333333333334,0.2886751345948129,4,1.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.8333333333333334,1.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,2.3333333333333335,0.5773502691896258,0.8273809523809524,0.0676060517357175,4,2.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.8273809523809524,2.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,2.3333333333333335,1.1547005383792517,0.75,0.25,4,3.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.75,3.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,3.0,0.0,0.7380952380952381,0.020619652471058,4,4.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.7380952380952381,4.0,panel_aggregate,aggregate
plain,plain,plain,4.75,3.122498999199199,0.4553571428571428,0.2682536747438988,4,5.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.4553571428571428,5.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,5.333333333333333,1.5275252316519463,0.4345238095238095,0.1875708482927229,4,6.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.4345238095238095,6.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,4.666666666666667,1.4433756729740643,0.4166666666666667,0.0721687836487032,4,7.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.4166666666666667,7.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,6.333333333333333,1.0408329997330663,0.3035714285714285,0.064384844204714,4,8.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.3035714285714285,8.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,6.5,1.3228756555322954,0.2142857142857142,0.0618589574131741,4,9.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.2142857142857142,9.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,8.5,0.5,0.0416666666666666,0.0721687836487032,4,10.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.0416666666666666,10.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,2.5,1.3228756555322954,0.7916666666666666,0.1909406539564933,4,1.0,counselling,Counseling session (Anthropic Econ Index),automation,0.7916666666666666,1.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,3.0,2.179449471770337,0.7440476190476191,0.2115399481418674,4,2.0,counselling,Counseling session (Anthropic Econ Index),automation,0.7440476190476191,2.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,2.0,1.3228756555322954,0.7222222222222222,0.1339395939026799,4,3.0,counselling,Counseling session (Anthropic Econ Index),automation,0.7222222222222222,3.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,3.6666666666666665,2.0207259421636903,0.6488095238095238,0.1991158176628301,4,4.0,counselling,Counseling session (Anthropic Econ Index),automation,0.6488095238095238,4.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,3.1666666666666665,0.2886751345948129,0.5992063492063492,0.2309441988404994,4,5.0,counselling,Counseling session (Anthropic Econ Index),automation,0.5992063492063492,5.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,4.0,1.3228756555322954,0.5277777777777778,0.2097176232019653,4,6.0,counselling,Counseling session (Anthropic Econ Index),automation,0.5277777777777778,6.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,automation_GPT-4.1,5.833333333333333,1.0408329997330663,0.3928571428571428,0.1287696884094282,4,7.0,counselling,Counseling session (Anthropic Econ Index),automation,0.3928571428571428,7.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,5.833333333333333,3.752776749732568,0.2638888888888889,0.3543708561714742,4,8.0,counselling,Counseling session (Anthropic Econ Index),automation,0.2638888888888889,8.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,7.0,1.0,0.2619047619047619,0.1266892657963854,4,9.0,counselling,Counseling session (Anthropic Econ Index),automation,0.2619047619047619,9.0,panel_aggregate,aggregate
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.333333333333334,1.1547005383792517,0.0476190476190476,0.0824786098842322,4,10.0,counselling,Counseling session (Anthropic Econ Index),automation,0.0476190476190476,10.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,2.3333333333333335,2.3094010767585034,0.75,0.4330127018922193,4,1.0,market_trends,Market trends analysis,augmentation,0.75,1.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,2.6666666666666665,1.1547005383792517,0.7440476190476191,0.2115399481418673,4,2.0,market_trends,Market trends analysis,augmentation,0.7440476190476191,2.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,3.0,2.0,0.6845238095238096,0.230304072882775,4,3.0,market_trends,Market trends analysis,augmentation,0.6845238095238096,3.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,4.5,3.5,0.5297619047619048,0.3509886425667992,4,4.0,market_trends,Market trends analysis,augmentation,0.5297619047619048,4.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,4.666666666666667,2.081665999466133,0.4821428571428571,0.0994243636219646,4,5.0,market_trends,Market trends analysis,augmentation,0.4821428571428571,5.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,4.666666666666667,1.1547005383792517,0.4702380952380952,0.1715897060166616,4,6.0,market_trends,Market trends analysis,augmentation,0.4702380952380952,6.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,5.166666666666667,2.0207259421636903,0.4166666666666667,0.0721687836487032,4,7.0,market_trends,Market trends analysis,augmentation,0.4166666666666667,7.0,panel_aggregate,aggregate
plain,plain,plain,5.0,3.1622776601683795,0.375,0.3227486121839514,4,8.0,market_trends,Market trends analysis,augmentation,0.375,8.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,6.5,0.8660254037844386,0.2976190476190476,0.1340277410618774,4,9.0,market_trends,Market trends analysis,augmentation,0.2976190476190476,9.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,6.833333333333333,3.3291640592396963,0.2916666666666667,0.1909406539564933,4,10.0,market_trends,Market trends analysis,augmentation,0.2916666666666667,10.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,2.5,1.3228756555322954,0.7857142857142857,0.1394687442126188,4,1.0,market_trends,Market trends analysis,automation,0.7857142857142857,1.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,2.6666666666666665,1.2583057392117916,0.7321428571428571,0.1525714954520987,4,2.0,market_trends,Market trends analysis,automation,0.7321428571428571,2.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,2.6666666666666665,2.4664414311581235,0.7222222222222222,0.2545875386086578,4,3.0,market_trends,Market trends analysis,automation,0.7222222222222222,3.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,3.6666666666666665,1.1547005383792517,0.6130952380952381,0.1076377459525305,4,4.0,market_trends,Market trends analysis,automation,0.6130952380952381,4.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,3.6666666666666665,2.753785273643051,0.5694444444444444,0.3734536016596875,4,5.0,market_trends,Market trends analysis,automation,0.5694444444444444,5.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,3.8333333333333335,1.5275252316519468,0.5277777777777778,0.2097176232019653,4,6.0,market_trends,Market trends analysis,automation,0.5277777777777778,6.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,4.666666666666667,2.8431203515386634,0.4365079365079365,0.2676145285728153,4,7.0,market_trends,Market trends analysis,automation,0.4365079365079365,7.0,panel_aggregate,aggregate
