scope,judge_a,judge_b,n_pairs,mean_abs_gap,within_one_share,method,correlation
all,Claude-Opus-4.8,DeepSeek-V3.1,98,1.8979591836734695,0.4897959183673469,spearman,0.5113701330300893
all,Claude-Opus-4.8,DeepSeek-V3.1,98,1.8979591836734695,0.4897959183673469,pearson,0.5148886040951146
all,Claude-Opus-4.8,google/gemini-3.1-pro,98,1.6428571428571428,0.4897959183673469,spearman,0.6240578232337698
all,Claude-Opus-4.8,google/gemini-3.1-pro,98,1.6428571428571428,0.4897959183673469,pearson,0.6285524190941241
all,Claude-Opus-4.8,GPT-4.1,35,2.0,0.45714285714285713,spearman,0.07437929019347937
all,Claude-Opus-4.8,GPT-4.1,35,2.0,0.45714285714285713,pearson,0.022139762076888565
all,DeepSeek-V3.1,google/gemini-3.1-pro,112,1.9464285714285714,0.41964285714285715,spearman,0.49978380971494407
all,DeepSeek-V3.1,google/gemini-3.1-pro,112,1.9464285714285714,0.41964285714285715,pearson,0.49954351319274853
all,DeepSeek-V3.1,GPT-4.1,49,3.2448979591836733,0.14285714285714285,spearman,0.2877790741269318
all,DeepSeek-V3.1,GPT-4.1,49,3.2448979591836733,0.14285714285714285,pearson,0.3066345459227669
all,google/gemini-3.1-pro,GPT-4.1,49,2.173469387755102,0.4897959183673469,spearman,0.14679548511794804
all,google/gemini-3.1-pro,GPT-4.1,49,2.173469387755102,0.4897959183673469,pearson,0.14628013102756646
augmentation,Claude-Opus-4.8,DeepSeek-V3.1,49,2.173469387755102,0.42857142857142855,spearman,0.3830089168248573
augmentation,Claude-Opus-4.8,DeepSeek-V3.1,49,2.173469387755102,0.42857142857142855,pearson,0.3529222382468402
augmentation,Claude-Opus-4.8,google/gemini-3.1-pro,49,1.6224489795918366,0.5102040816326531,spearman,0.595229538529918
augmentation,Claude-Opus-4.8,google/gemini-3.1-pro,49,1.6224489795918366,0.5102040816326531,pearson,0.5965152834415185
augmentation,Claude-Opus-4.8,GPT-4.1,21,1.9523809523809523,0.42857142857142855,spearman,0.09694584179118516
augmentation,Claude-Opus-4.8,GPT-4.1,21,1.9523809523809523,0.42857142857142855,pearson,0.06916924006645042
augmentation,DeepSeek-V3.1,google/gemini-3.1-pro,56,2.1160714285714284,0.375,spearman,0.41054319543703216
augmentation,DeepSeek-V3.1,google/gemini-3.1-pro,56,2.1160714285714284,0.375,pearson,0.411830910800884
augmentation,DeepSeek-V3.1,GPT-4.1,28,3.3392857142857144,0.14285714285714285,spearman,0.38790268971602104
augmentation,DeepSeek-V3.1,GPT-4.1,28,3.3392857142857144,0.14285714285714285,pearson,0.42661937365706937
augmentation,google/gemini-3.1-pro,GPT-4.1,28,2.982142857142857,0.2857142857142857,spearman,-0.19511911282070946
augmentation,google/gemini-3.1-pro,GPT-4.1,28,2.982142857142857,0.2857142857142857,pearson,-0.1928611020072648
automation,Claude-Opus-4.8,DeepSeek-V3.1,49,1.6224489795918366,0.5510204081632653,spearman,0.6742794788817471
automation,Claude-Opus-4.8,DeepSeek-V3.1,49,1.6224489795918366,0.5510204081632653,pearson,0.6621008267364421
automation,Claude-Opus-4.8,google/gemini-3.1-pro,49,1.663265306122449,0.46938775510204084,spearman,0.7257642355097694
automation,Claude-Opus-4.8,google/gemini-3.1-pro,49,1.663265306122449,0.46938775510204084,pearson,0.7124899651496523
automation,Claude-Opus-4.8,GPT-4.1,14,2.0714285714285716,0.5,spearman,-0.04006874826040819
automation,Claude-Opus-4.8,GPT-4.1,14,2.0714285714285716,0.5,pearson,-0.08352690695845565
automation,DeepSeek-V3.1,google/gemini-3.1-pro,56,1.7767857142857142,0.4642857142857143,spearman,0.5657389500879487
automation,DeepSeek-V3.1,google/gemini-3.1-pro,56,1.7767857142857142,0.4642857142857143,pearson,0.5822717394934857
automation,DeepSeek-V3.1,GPT-4.1,21,3.119047619047619,0.14285714285714285,spearman,0.10131724393151705
automation,DeepSeek-V3.1,GPT-4.1,21,3.119047619047619,0.14285714285714285,pearson,0.07248407035577886
automation,google/gemini-3.1-pro,GPT-4.1,21,1.0952380952380953,0.7619047619047619,spearman,0.8444622772614545
automation,google/gemini-3.1-pro,GPT-4.1,21,1.0952380952380953,0.7619047619047619,pearson,0.75931898573335
