model_label,condition,aggregate_rank,avg_win_rate_across_judges
Claude-Opus-4.8,scaffold_Claude-Opus-4.8,6.5,0.375
Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,6.5,0.375
DeepSeek-V3.1,scaffold_DeepSeek-V3.1,5.0,0.39285714285714285
GPT-4.1,scaffold_GPT-4.1,8.0,0.3452380952380952
GPT-5-Mini,scaffold_GPT-5-Mini,4.0,0.6904761904761904
GPT-O3-Mini,scaffold_GPT-O3-Mini,3.0,0.7023809523809524
GPT-O4-Mini,scaffold_GPT-O4-Mini,10.0,0.2916666666666667
GPT-OSS-120B,scaffold_GPT-OSS-120B,2.0,0.7083333333333334
Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,9.0,0.33928571428571425
plain,plain,1.0,0.7098214285714286
