model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank
plain,plain,plain,2.5,1.2909944487358056,0.7098214285714286,0.15593079639797303,4,1.0
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,2.8333333333333335,1.607275126832159,0.7083333333333334,0.26020824993326663,4,2.0
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,4.0,4.358898943540674,0.7023809523809524,0.39823163532566025,4,3.0
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,2.8333333333333335,1.607275126832159,0.6904761904761904,0.16203163796209763,4,4.0
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,5.0,0.0,0.39285714285714285,0.1287696884094282,4,5.0
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,5.666666666666667,2.3094010767585034,0.375,0.125,4,6.5
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,5.666666666666667,2.3094010767585034,0.375,0.125,4,6.5
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,5.666666666666667,1.5275252316519465,0.3452380952380952,0.13521210347143509,4,8.0
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,5.666666666666667,2.3094010767585034,0.33928571428571425,0.18123020651950394,4,9.0
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,6.333333333333333,3.7859388972001824,0.2916666666666667,0.4018187817080398,4,10.0
