model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,1.8333333333333333,0.28867513459481287,0.8273809523809524,0.06760605173571753,4,1.0
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,3.0,3.4641016151377544,0.75,0.33071891388307384,4,2.0
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,2.8333333333333335,2.3094010767585034,0.6805555555555555,0.1878854063676206,4,3.0
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,3.3333333333333335,2.0207259421636903,0.626984126984127,0.11251941967268117,4,4.0
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,3.6666666666666665,0.28867513459481287,0.6071428571428571,0.030929478706587122,4,5.0
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,4.166666666666667,1.1547005383792517,0.4861111111111111,0.14632852434517693,4,6.0
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,4.0,0.8660254037844386,0.46230158730158727,0.14873013755484257,4,7.0
gpt-4.1,GPT-4.1,automation_GPT-4.1,6.5,1.3228756555322954,0.3452380952380952,0.13521210347143509,4,8.0
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,7.333333333333333,0.5773502691896258,0.21428571428571427,0.13946874421261884,4,9.0
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.666666666666666,0.5773502691896258,0.0,0.0,4,10.0
