model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,1.5,0.8660254037844386,0.8333333333333334,0.14433756729740646,4,1.0
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,2.0,0.5,0.7857142857142857,0.061858957413174195,4,2.0
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,1.8333333333333333,1.0408329997330663,0.75,0.125,4,3.0
plain,plain,plain,3.375,0.47871355387816905,0.5803571428571428,0.059225442684917834,4,4.0
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,4.833333333333333,2.753785273643051,0.44047619047619047,0.2745202989904811,4,5.0
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,6.166666666666667,1.6072751268321592,0.4047619047619047,0.10910894511799621,4,6.0
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,6.0,1.3228756555322954,0.38095238095238093,0.20619652471058067,4,7.0
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,6.833333333333333,0.7637626158259734,0.31547619047619047,0.15187322407348897,4,8.0
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,5.833333333333333,1.2583057392117916,0.30357142857142855,0.06438484420471409,4,9.0
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,7.5,2.598076211353316,0.16666666666666666,0.14433756729740646,4,10.0
