scope,judge_a,judge_b,n_pairs,mean_abs_gap,within_one_share,method,correlation
all,Claude-Opus-4.8,DeepSeek-V3.1,98,2.173469387755102,0.42857142857142855,spearman,0.3675307100093747
all,Claude-Opus-4.8,DeepSeek-V3.1,98,2.173469387755102,0.42857142857142855,pearson,0.36654705639785196
all,Claude-Opus-4.8,google/gemini-3.1-pro,98,1.6938775510204083,0.5204081632653061,spearman,0.6528524132156714
all,Claude-Opus-4.8,google/gemini-3.1-pro,98,1.6938775510204083,0.5204081632653061,pearson,0.6478816182661075
all,Claude-Opus-4.8,GPT-4.1,35,1.3714285714285714,0.6,spearman,0.26134351473046585
all,Claude-Opus-4.8,GPT-4.1,35,1.3714285714285714,0.6,pearson,0.2559080047947931
all,DeepSeek-V3.1,google/gemini-3.1-pro,112,2.0535714285714284,0.44642857142857145,spearman,0.40002178388141174
all,DeepSeek-V3.1,google/gemini-3.1-pro,112,2.0535714285714284,0.44642857142857145,pearson,0.40114753313098783
all,DeepSeek-V3.1,GPT-4.1,49,2.9489795918367347,0.16326530612244897,spearman,0.30846174101557855
all,DeepSeek-V3.1,GPT-4.1,49,2.9489795918367347,0.16326530612244897,pearson,0.3606928353580846
all,google/gemini-3.1-pro,GPT-4.1,49,2.0714285714285716,0.42857142857142855,spearman,0.0348428602372699
all,google/gemini-3.1-pro,GPT-4.1,49,2.0714285714285716,0.42857142857142855,pearson,0.05507570185902553
augmentation,Claude-Opus-4.8,DeepSeek-V3.1,49,2.0918367346938775,0.42857142857142855,spearman,0.35006782032916645
augmentation,Claude-Opus-4.8,DeepSeek-V3.1,49,2.0918367346938775,0.42857142857142855,pearson,0.3340252985894533
augmentation,Claude-Opus-4.8,google/gemini-3.1-pro,49,1.7857142857142858,0.5306122448979592,spearman,0.5830333056205405
augmentation,Claude-Opus-4.8,google/gemini-3.1-pro,49,1.7857142857142858,0.5306122448979592,pearson,0.5862013804844668
augmentation,Claude-Opus-4.8,GPT-4.1,21,1.5,0.6190476190476191,spearman,0.2915346989043327
augmentation,Claude-Opus-4.8,GPT-4.1,21,1.5,0.6190476190476191,pearson,0.2221742467850867
augmentation,DeepSeek-V3.1,google/gemini-3.1-pro,56,2.392857142857143,0.4107142857142857,spearman,0.18398749930373906
augmentation,DeepSeek-V3.1,google/gemini-3.1-pro,56,2.392857142857143,0.4107142857142857,pearson,0.19893340590558597
augmentation,DeepSeek-V3.1,GPT-4.1,28,3.4107142857142856,0.07142857142857142,spearman,0.5886801770493618
augmentation,DeepSeek-V3.1,GPT-4.1,28,3.4107142857142856,0.07142857142857142,pearson,0.5539247046619138
augmentation,google/gemini-3.1-pro,GPT-4.1,28,2.3214285714285716,0.4642857142857143,spearman,-0.002491404396336079
augmentation,google/gemini-3.1-pro,GPT-4.1,28,2.3214285714285716,0.4642857142857143,pearson,-0.026128470346037855
automation,Claude-Opus-4.8,DeepSeek-V3.1,49,2.2551020408163267,0.42857142857142855,spearman,0.45906626179500026
automation,Claude-Opus-4.8,DeepSeek-V3.1,49,2.2551020408163267,0.42857142857142855,pearson,0.40018457143094416
automation,Claude-Opus-4.8,google/gemini-3.1-pro,49,1.6020408163265305,0.5102040816326531,spearman,0.7405847188710852
automation,Claude-Opus-4.8,google/gemini-3.1-pro,49,1.6020408163265305,0.5102040816326531,pearson,0.7309739098027612
automation,Claude-Opus-4.8,GPT-4.1,14,1.1785714285714286,0.5714285714285714,spearman,0.11261548294211027
automation,Claude-Opus-4.8,GPT-4.1,14,1.1785714285714286,0.5714285714285714,pearson,0.21871108352123467
automation,DeepSeek-V3.1,google/gemini-3.1-pro,56,1.7142857142857142,0.48214285714285715,spearman,0.5505256133905949
automation,DeepSeek-V3.1,google/gemini-3.1-pro,56,1.7142857142857142,0.48214285714285715,pearson,0.5894127031950759
automation,DeepSeek-V3.1,GPT-4.1,21,2.3333333333333335,0.2857142857142857,spearman,0.15528208240880098
automation,DeepSeek-V3.1,GPT-4.1,21,2.3333333333333335,0.2857142857142857,pearson,0.10817569197899145
automation,google/gemini-3.1-pro,GPT-4.1,21,1.7380952380952381,0.38095238095238093,spearman,-0.03121505360604546
automation,google/gemini-3.1-pro,GPT-4.1,21,1.7380952380952381,0.38095238095238093,pearson,-0.053482233825561484
