run_id,task,mode,item_id,model,condition,word_count,character_count,mean_win_rate,n_eligible_judges
20260610_scaffold_strict_v4,counselling,augmentation,0,plain,plain,226,1437,0.3169642857142857,4
20260610_scaffold_strict_v4,counselling,augmentation,1,GPT-4.1,scaffold_GPT-4.1,318,2078,0.9583333333333334,3
20260610_scaffold_strict_v4,counselling,augmentation,2,GPT-5-Mini,scaffold_GPT-5-Mini,254,1753,0.6071428571428571,3
20260610_scaffold_strict_v4,counselling,augmentation,3,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,231,1557,0.08333333333333333,3
20260610_scaffold_strict_v4,counselling,augmentation,4,GPT-O4-Mini,scaffold_GPT-O4-Mini,260,1722,0.5595238095238094,3
20260610_scaffold_strict_v4,counselling,augmentation,5,GPT-O3-Mini,scaffold_GPT-O3-Mini,247,1626,0.5178571428571428,3
20260610_scaffold_strict_v4,counselling,augmentation,6,GPT-OSS-120B,scaffold_GPT-OSS-120B,250,1708,0.44047619047619047,3
20260610_scaffold_strict_v4,counselling,augmentation,7,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,292,1762,0.5416666666666666,3
20260610_scaffold_strict_v4,counselling,augmentation,8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,205,1360,0.25,3
20260610_scaffold_strict_v4,counselling,augmentation,9,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,342,2172,0.7857142857142857,3
20260610_scaffold_strict_v4,counselling,automation,0,DeepSeek-V3.1,automation_DeepSeek-V3.1,737,4396,0.6646825396825397,3
20260610_scaffold_strict_v4,counselling,automation,1,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,737,4307,0.6071428571428571,3
20260610_scaffold_strict_v4,counselling,automation,2,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,226,1437,0.0,3
20260610_scaffold_strict_v4,counselling,automation,3,GPT-4.1,automation_GPT-4.1,599,3480,0.33134920634920634,3
20260610_scaffold_strict_v4,counselling,automation,4,GPT-5-Mini,automation_GPT-5-Mini,697,4231,0.7043650793650794,3
20260610_scaffold_strict_v4,counselling,automation,5,GPT-O3-Mini,automation_GPT-O3-Mini,467,2746,0.13095238095238093,3
20260610_scaffold_strict_v4,counselling,automation,6,GPT-O4-Mini,automation_GPT-O4-Mini,466,2845,0.5654761904761905,3
20260610_scaffold_strict_v4,counselling,automation,7,Claude-Opus-4.8,automation_Claude-Opus-4.8,679,4006,0.611111111111111,3
20260610_scaffold_strict_v4,counselling,automation,8,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,1666,10874,0.5694444444444444,3
20260610_scaffold_strict_v4,counselling,automation,9,GPT-OSS-120B,automation_GPT-OSS-120B,881,5356,0.8154761904761904,3
20260610_scaffold_strict_v4,market_trends,augmentation,0,plain,plain,257,1776,0.4821428571428571,4
20260610_scaffold_strict_v4,market_trends,augmentation,1,GPT-4.1,scaffold_GPT-4.1,321,2276,0.7857142857142857,3
20260610_scaffold_strict_v4,market_trends,augmentation,2,GPT-5-Mini,scaffold_GPT-5-Mini,221,1628,0.4702380952380952,3
20260610_scaffold_strict_v4,market_trends,augmentation,3,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,230,1590,0.08333333333333333,3
20260610_scaffold_strict_v4,market_trends,augmentation,4,GPT-O4-Mini,scaffold_GPT-O4-Mini,224,1590,0.8690476190476191,3
20260610_scaffold_strict_v4,market_trends,augmentation,5,GPT-O3-Mini,scaffold_GPT-O3-Mini,216,1526,0.44047619047619047,3
20260610_scaffold_strict_v4,market_trends,augmentation,6,GPT-OSS-120B,scaffold_GPT-OSS-120B,290,2065,0.7440476190476191,3
20260610_scaffold_strict_v4,market_trends,augmentation,7,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,282,2054,0.5,3
20260610_scaffold_strict_v4,market_trends,augmentation,8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,346,2429,0.3333333333333333,3
20260610_scaffold_strict_v4,market_trends,augmentation,9,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,290,2136,0.2976190476190476,3
20260610_scaffold_strict_v4,market_trends,automation,0,DeepSeek-V3.1,automation_DeepSeek-V3.1,558,3896,0.748015873015873,3
20260610_scaffold_strict_v4,market_trends,automation,1,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,610,4239,0.6673280423280423,3
20260610_scaffold_strict_v4,market_trends,automation,2,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,257,1776,0.0,3
20260610_scaffold_strict_v4,market_trends,automation,3,GPT-4.1,automation_GPT-4.1,363,2522,0.3928571428571428,3
20260610_scaffold_strict_v4,market_trends,automation,4,GPT-5-Mini,automation_GPT-5-Mini,442,3336,0.6071428571428571,3
20260610_scaffold_strict_v4,market_trends,automation,5,GPT-O3-Mini,automation_GPT-O3-Mini,353,2607,0.13095238095238093,3
20260610_scaffold_strict_v4,market_trends,automation,6,GPT-O4-Mini,automation_GPT-O4-Mini,272,1993,0.6408730158730158,3
20260610_scaffold_strict_v4,market_trends,automation,7,GPT-OSS-120B,automation_GPT-OSS-120B,772,5637,0.4702380952380952,3
20260610_scaffold_strict_v4,market_trends,automation,8,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,794,5776,0.5740740740740741,3
20260610_scaffold_strict_v4,market_trends,automation,9,Claude-Opus-4.8,automation_Claude-Opus-4.8,423,3106,0.7685185185185185,3
20260610_scaffold_strict_v4,meal_plan,augmentation,0,GPT-4.1,scaffold_GPT-4.1,378,2701,0.48214285714285715,3
20260610_scaffold_strict_v4,meal_plan,augmentation,1,GPT-5-Mini,scaffold_GPT-5-Mini,311,2274,0.5119047619047619,3
20260610_scaffold_strict_v4,meal_plan,augmentation,2,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,351,2539,0.5238095238095238,3
20260610_scaffold_strict_v4,meal_plan,augmentation,3,GPT-O3-Mini,scaffold_GPT-O3-Mini,387,2714,0.5595238095238094,3
20260610_scaffold_strict_v4,meal_plan,augmentation,4,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,282,2060,0.6666666666666666,3
20260610_scaffold_strict_v4,meal_plan,augmentation,5,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,356,2547,0.16666666666666666,3
20260610_scaffold_strict_v4,meal_plan,augmentation,6,GPT-O4-Mini,scaffold_GPT-O4-Mini,351,2547,0.44047619047619047,3
20260610_scaffold_strict_v4,meal_plan,augmentation,7,GPT-OSS-120B,scaffold_GPT-OSS-120B,345,2552,0.38690476190476186,3
20260610_scaffold_strict_v4,meal_plan,augmentation,8,plain,plain,370,2538,0.5758928571428571,4
20260610_scaffold_strict_v4,meal_plan,augmentation,9,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,295,2130,0.6607142857142857,3
20260610_scaffold_strict_v4,meal_plan,automation,0,Claude-Opus-4.8,automation_Claude-Opus-4.8,502,3775,0.75,3
20260610_scaffold_strict_v4,meal_plan,automation,1,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,365,2647,0.0,3
20260610_scaffold_strict_v4,meal_plan,automation,2,GPT-4.1,automation_GPT-4.1,709,5092,0.5416666666666666,3
20260610_scaffold_strict_v4,meal_plan,automation,3,GPT-5-Mini,automation_GPT-5-Mini,1480,9302,0.7023809523809524,3
20260610_scaffold_strict_v4,meal_plan,automation,4,GPT-O3-Mini,automation_GPT-O3-Mini,1609,10762,0.25595238095238093,3
20260610_scaffold_strict_v4,meal_plan,automation,5,GPT-O4-Mini,automation_GPT-O4-Mini,813,5993,0.45039682539682535,3
20260610_scaffold_strict_v4,meal_plan,automation,6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,2091,14754,0.6666666666666666,3
20260610_scaffold_strict_v4,meal_plan,automation,7,DeepSeek-V3.1,automation_DeepSeek-V3.1,849,6149,0.3723544973544974,3
20260610_scaffold_strict_v4,meal_plan,automation,8,GPT-OSS-120B,automation_GPT-OSS-120B,1450,9593,0.5615079365079364,3
20260610_scaffold_strict_v4,meal_plan,automation,9,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,861,5812,0.6990740740740741,3
20260610_scaffold_strict_v4,operations_research,augmentation,0,plain,plain,208,1638,0.6071428571428571,4
20260610_scaffold_strict_v4,operations_research,augmentation,1,GPT-4.1,scaffold_GPT-4.1,198,1615,0.7440476190476191,3
20260610_scaffold_strict_v4,operations_research,augmentation,2,GPT-5-Mini,scaffold_GPT-5-Mini,178,1430,0.041666666666666664,3
20260610_scaffold_strict_v4,operations_research,augmentation,3,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,225,1836,0.5416666666666666,3
20260610_scaffold_strict_v4,operations_research,augmentation,4,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,258,2017,0.7916666666666666,3
20260610_scaffold_strict_v4,operations_research,augmentation,5,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,189,1582,0.3988095238095238,3
20260610_scaffold_strict_v4,operations_research,augmentation,6,GPT-O3-Mini,scaffold_GPT-O3-Mini,199,1662,0.44047619047619047,3
20260610_scaffold_strict_v4,operations_research,augmentation,7,GPT-O4-Mini,scaffold_GPT-O4-Mini,176,1445,0.21428571428571427,3
20260610_scaffold_strict_v4,operations_research,augmentation,8,GPT-OSS-120B,scaffold_GPT-OSS-120B,186,1543,0.75,3
20260610_scaffold_strict_v4,operations_research,augmentation,9,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,272,2196,0.4345238095238095,3
20260610_scaffold_strict_v4,operations_research,automation,0,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,338,2825,0.6666666666666666,3
20260610_scaffold_strict_v4,operations_research,automation,1,DeepSeek-V3.1,automation_DeepSeek-V3.1,387,3146,0.7149470899470899,3
20260610_scaffold_strict_v4,operations_research,automation,2,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,385,2965,0.6455026455026455,3
20260610_scaffold_strict_v4,operations_research,automation,3,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,208,1638,0.0,3
20260610_scaffold_strict_v4,operations_research,automation,4,GPT-4.1,automation_GPT-4.1,340,2996,0.40079365079365076,3
20260610_scaffold_strict_v4,operations_research,automation,5,GPT-5-Mini,automation_GPT-5-Mini,420,3472,0.5813492063492064,3
20260610_scaffold_strict_v4,operations_research,automation,6,GPT-O3-Mini,automation_GPT-O3-Mini,346,2850,0.1448412698412698,3
20260610_scaffold_strict_v4,operations_research,automation,7,GPT-O4-Mini,automation_GPT-O4-Mini,352,2798,0.5277777777777778,3
20260610_scaffold_strict_v4,operations_research,automation,8,Claude-Opus-4.8,automation_Claude-Opus-4.8,381,3134,0.5601851851851852,3
20260610_scaffold_strict_v4,operations_research,automation,9,GPT-OSS-120B,automation_GPT-OSS-120B,463,3723,0.7579365079365079,3
20260610_scaffold_strict_v4,tax_prep,augmentation,0,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,374,2586,0.5833333333333334,3
20260610_scaffold_strict_v4,tax_prep,augmentation,1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,359,2577,0.5297619047619048,3
20260610_scaffold_strict_v4,tax_prep,augmentation,2,GPT-O4-Mini,scaffold_GPT-O4-Mini,350,2531,0.6428571428571428,3
20260610_scaffold_strict_v4,tax_prep,augmentation,3,GPT-OSS-120B,scaffold_GPT-OSS-120B,348,2618,0.5297619047619048,3
20260610_scaffold_strict_v4,tax_prep,augmentation,4,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,388,2536,0.6428571428571428,3
20260610_scaffold_strict_v4,tax_prep,augmentation,5,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,341,2260,0.25,3
20260610_scaffold_strict_v4,tax_prep,augmentation,6,GPT-4.1,scaffold_GPT-4.1,361,2314,0.42857142857142855,3
20260610_scaffold_strict_v4,tax_prep,augmentation,7,GPT-5-Mini,scaffold_GPT-5-Mini,344,2247,0.3928571428571428,3
20260610_scaffold_strict_v4,tax_prep,augmentation,8,GPT-O3-Mini,scaffold_GPT-O3-Mini,337,2249,0.2916666666666667,3
20260610_scaffold_strict_v4,tax_prep,augmentation,9,plain,plain,437,2794,0.65625,4
20260610_scaffold_strict_v4,tax_prep,automation,0,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,437,2794,0.0,3
20260610_scaffold_strict_v4,tax_prep,automation,1,GPT-5-Mini,automation_GPT-5-Mini,1997,12707,0.6646825396825397,3
20260610_scaffold_strict_v4,tax_prep,automation,2,GPT-O3-Mini,automation_GPT-O3-Mini,2017,13164,0.4266735679779157,3
20260610_scaffold_strict_v4,tax_prep,automation,3,GPT-O4-Mini,automation_GPT-O4-Mini,811,5215,0.5198412698412698,3
20260610_scaffold_strict_v4,tax_prep,automation,4,GPT-4.1,automation_GPT-4.1,1043,8048,0.3928571428571428,3
20260610_scaffold_strict_v4,tax_prep,automation,5,DeepSeek-V3.1,automation_DeepSeek-V3.1,1365,9182,0.4761904761904761,3
20260610_scaffold_strict_v4,tax_prep,automation,6,Claude-Opus-4.8,automation_Claude-Opus-4.8,1131,7580,0.6481481481481481,3
20260610_scaffold_strict_v4,tax_prep,automation,7,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,4212,31488,0.6527777777777778,3
20260610_scaffold_strict_v4,tax_prep,automation,8,GPT-OSS-120B,automation_GPT-OSS-120B,2112,14095,0.5297619047619048,3
20260610_scaffold_strict_v4,tax_prep,automation,9,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,871,5930,0.6896710374971246,3
20260610_scaffold_strict_v4,travel_planning,augmentation,0,plain,plain,268,1663,0.7142857142857143,4
