model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,3.3333333333333335,2.516611478423583,0.75,0.25,4,1.0
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,2.0,1.0,0.6944444444444445,0.3127313958110473,4,2.0
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,3.3333333333333335,2.0816659994661326,0.6904761904761904,0.27042420694287017,4,3.0
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,3.3333333333333335,2.3094010767585034,0.6607142857142857,0.2531686942635326,4,4.0
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,3.6666666666666665,0.5773502691896258,0.6547619047619048,0.0515491311776452,4,5.0
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,2.6666666666666665,1.5275252316519468,0.6527777777777778,0.33420026154211013,4,6.0
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,4.0,1.0,0.46230158730158727,0.14873013755484257,4,7.0
gpt-4.1,GPT-4.1,automation_GPT-4.1,6.833333333333333,0.7637626158259734,0.2619047619047619,0.020619652471058056,4,8.0
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,7.5,0.5,0.1726190476190476,0.06760605173571754,4,9.0
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.666666666666666,0.5773502691896258,0.0,0.0,4,10.0
