replicate_id,output,condition,assistant_model,worker_model,model_id,model_label,scaffold_path,scaffold_sha256,scaffold_text,item_id,total_wins,total_games,avg_win_rate,avg_rank,std_rank,std_win_rate,judge_model,judge_label
0,"Dear [Client],

I want to first acknowledge how challenging it must be to feel emotionally drained, anxious about work, and uncertain about the direction of your life. It's completely valid to feel this way, and you're not alone in experiencing these overwhelming emotions.

As we explore what you're going through, it's important to consider potential patterns that might be contributing to your current state. It could be that burnout, perfectionism, avoidance of difficult emotions, low self-efficacy, or feeling disconnected from your values are playing a role. However, please know that these are just possibilities to consider, and not labels or diagnoses.

In navigating these feelings, evidence-based approaches like Cognitive Behavioral Therapy (CBT), motivational interviewing, and positive psychology can offer valuable insights. CBT can help you reframe negative thought patterns and develop healthier coping strategies. Motivational interviewing can guide you in exploring your values and goals, while positive psychology can help you focus on your strengths and sources of resilience.

Moving forward, I encourage you to take concrete steps to manage stress, reframe unhelpful thoughts, clarify your values, and set achievable goals. This might involve practicing mindfulness or relaxation techniques, challenging negative self-talk, reflecting on what truly matters to you, and setting small, manageable objectives to work towards.

If at any point you feel overwhelmed or find it difficult to cope, please remember that it's okay to seek professional support. Your well-being is important, and reaching out for help is a sign of strength, not weakness.

As we conclude, I want to remind you that you have the power to shape your future and create a life that aligns with your values and aspirations. You are capable of overcoming these challenges and finding a sense of purpose and fulfillment. Stay hopeful and take one step at a time towards a brighter tomorrow.

Take care, and remember that I'm here to support you on this journey.

Warm regards,
[Your Name]",scaffold_GPT-4.1,GPT-4.1,gpt-3.5-turbo,gpt-4.1,GPT-4.1,/Users/kennywongchamcharoen/Downloads/centaur-benchmark-code/results/counselling/20260610_scaffold_strict_v4/augmentation/scaffolds/GPT-4.1.md,613e088aea7e4cbea693a826648a94c337ab6e379129d358507e625fb843cee3,"**Assistant Guidance: Three-Phase Workflow**

1. Requirements Check  
Begin by thoroughly reviewing the task instructions to ensure a comprehensive understanding of all required elements. Confirm that the response should be supportive, single-session in style, and tailored to a client experiencing emotional exhaustion, work anxiety, and uncertainty. Carefully note each content requirement: empathic validation, cautious pattern identification without diagnosing, evidence-informed psychological framing, actionable next steps, a safety reminder, and an encouraging conclusion. Check for any constraints on language, tone, or content specificity, and clarify the need for plain, accessible language throughout.

2. Plan & Structure  
Outline the overall structure of the response before drafting. Decide on a logical sequence that flows naturally, starting with empathy and validation, followed by gentle exploration of possible patterns. Plan how to seamlessly integrate evidence-based psychological concepts using clear, client-friendly language. Identify where to introduce practical next steps and ensure these are actionable and relevant. Allocate space for a concise but clear safety/limits note. Conclude with an uplifting, empowering message. Ensure transitions between sections are smooth and the tone remains supportive and nonjudgmental throughout.

3. Draft -> Self-Review -> Finalize  
Compose the initial draft, adhering to the planned structure and ensuring all requirements are met. After drafting, conduct a careful self-review: check for clarity, warmth, and adherence to supportive counseling principles. Ensure that pattern identification is tentative and non-diagnostic, and that all advice is evidence-informed yet accessible. Verify the inclusion of all required elements and that the language is encouraging and respectful. Make necessary revisions for coherence, conciseness, and tone before finalizing the response.",1,8,8,1.0,1.0,,,google/gemini-3.1-pro,Gemini-3.1-Pro
0,"I'm sorry to hear that you're feeling emotionally drained and anxious about work, and uncertain about your life direction. It's completely understandable to feel this way, and I want to validate your feelings without minimizing them.

It's possible that you may be experiencing patterns like burnout, perfectionism, avoidance, low self-efficacy, or a mismatch between your values and your current situation. These are common struggles that many people face, and it's important to explore them without jumping to conclusions.

In terms of evidence-informed approaches, techniques from Cognitive Behavioral Therapy (CBT), motivational interviewing, and positive psychology can be helpful. CBT can assist in reframing negative thoughts, motivational interviewing can help clarify your values and goals, and positive psychology can focus on building strengths and resilience.

For concrete next steps, I suggest starting with stress regulation techniques like deep breathing or mindfulness exercises to help manage your anxiety. Additionally, practicing thought reframing by challenging negative thoughts and replacing them with more balanced perspectives can be beneficial. It may also be helpful to clarify your values and set some near-term goals to provide direction and motivation.

If your distress is severe or persistent, it's important to seek professional support. Your well-being is crucial, and there are resources available to help you navigate through this challenging time.

Remember, you have the strength and resilience to overcome these obstacles. Take small steps towards self-care and self-exploration, and trust that you have the power to create a fulfilling and meaningful life. I believe in your ability to find clarity and direction.",scaffold_GPT-5-Mini,GPT-5-Mini,gpt-3.5-turbo,gpt-5-mini-2025-08-07,GPT-5-Mini,/Users/kennywongchamcharoen/Downloads/centaur-benchmark-code/results/counselling/20260610_scaffold_strict_v4/augmentation/scaffolds/GPT-5-Mini.md,07002a48c64b6b85f6cfa7362da5b9e1a3bbf4e2c116c0324980273819fe0410,"**Assistant Guidance: Three-Phase Workflow**

1) Requirements Check
- Read the prompt closely and extract mandatory elements to include (empathic validation, cautious pattern identification, evidence-informed framing, concrete next steps across specified domains, safety/limits note, encouraging close).
- Note style constraints: single-session supportive counseling tone, plain language, non-diagnostic wording, concise and actionable.
- Identify scope limits (do not provide long-term therapy, formal diagnosis, or crisis management beyond referral prompts).
- Flag any missing constraints (word/character limits, audience features) before proceeding.

2) Plan & Structure
- Decide a clear sequence (e.g., brief empathic opening → gentle pattern exploration → concise evidence-informed framing → concrete, manageable next steps grouped by domain → safety/limits note → encouraging close).
- Allocate approximate space/time for each section to keep response balanced.
- Choose language strategies: reflective statements, validation, tentative phrasing for patterns, simple explanations of relevant approaches without jargon, concrete action suggestions framed as options.
- Build transition sentences to keep flow and maintain supportive tone.
- Prepare a short checklist of what counts as “concrete next steps” and what should remain high-level so the reply stays session-appropriate.

3) Draft -> Self-Review -> Finalize
- Draft the response following the plan, using plain, empathetic language and non-diagnostic phrasing.
- Run the checklist: confirm inclusion of each required component, verify tone, ensure safety/limits wording is present, and check that suggested steps are realistic and within single-session scope.
- Edit for clarity, brevity, and warmth; remove any clinical claims or definitive diagnoses.
- Finalize by doing a final read for coherence and confirm the close reinforces agency and hope.",2,6,8,0.75,2.5,,,google/gemini-3.1-pro,Gemini-3.1-Pro
0,"Dear [Client],

I want to acknowledge the emotional toll you're experiencing right now. Feeling drained, anxious about work, and uncertain about life direction can be incredibly overwhelming. It's okay to feel this way, and your feelings are valid.

In looking at your situation, it's possible that patterns like burnout, perfectionism, or a mismatch between your values and current direction may be contributing to these feelings. However, it's important to remember that these are common challenges many people face, and you're not alone in this struggle.

To help navigate through this difficult time, consider implementing some evidence-informed strategies. In moments of stress, try practicing deep breathing or mindfulness exercises to regulate your emotions. Additionally, challenge negative thoughts by reframing them in a more positive light. Reflect on your values and what truly matters to you, as this can guide you towards setting meaningful goals for the near future.

If you find yourself overwhelmed or struggling to cope, it's essential to prioritize your well-being. Seeking professional support from a counselor or therapist can provide you with the guidance and tools needed to navigate through these challenges.

Remember, you have the strength and resilience to overcome these obstacles. By taking small steps towards self-care and self-discovery, you can pave the way towards a brighter and more fulfilling future. Stay hopeful and know that you have the agency to create positive change in your life.

Take care, and remember that you are deserving of support and compassion.

Warm regards,
[Your Name]",scaffold_GPT-O3-Mini,GPT-O3-Mini,gpt-3.5-turbo,o3-mini-2025-01-31,GPT-O3-Mini,/Users/kennywongchamcharoen/Downloads/centaur-benchmark-code/results/counselling/20260610_scaffold_strict_v4/augmentation/scaffolds/GPT-O3-Mini.md,c1ed8320ad09e0e9164e4a5b3cb7c2b73128512566764b35e53f29057560f4fb,"Assistant Guidance: Three-Phase Workflow

Phase 1: Requirements Check
• Begin by reviewing all task constraints and goals. Confirm that the response must be supportive, empathetic, and clearly structured without providing any diagnoses or definitive conclusions.
• Identify the target tone, ensuring that the empathy and validation of the client's emotional experiences are prioritized while avoiding technical or overly complex language.
• Verify that the integration of evidence-informed approaches is necessary, and note the essential themes of stress regulation, cognitive reframing, values clarification, and goal setting alongside a brief safety note.
• Ensure that the plan accounts for a closing message that reinforces hope and the client’s inherent agency.

Phase 2: Plan & Structure
• Outline the major components that will structure the counseling response. Think of how to sequence empathic acknowledgment, identification of patterns, and CBT, motivational interviewing, or positive psychology framing.
• Determine where to include actionable next steps and incorporate clear, supportive instructions for the client.
• Plan logical transitions between these sections to maintain a cohesive flow while respecting the boundaries of not offering direct counseling.
• Keep a checklist of required themes and neutral language markers to ensure consistency with evidence-informed principles.

Phase 3: Draft -> Self-Review -> Finalize
• Develop an initial draft following the planned structure without finalizing any specific recommendations.
• Conduct a self-review to ensure that all sections meet the task criteria, maintain sensitivity, and adhere strictly to the outlined constraints.
• Finalize the response by refining the language for clarity and empathetic tone, while ensuring the response remains supportive and non-diagnostic.",5,6,8,0.75,2.5,,,google/gemini-3.1-pro,Gemini-3.1-Pro
0,"Dear [Client],

I want to acknowledge the weight you're carrying right now. Feeling emotionally drained, anxious about work, and uncertain about life direction is incredibly tough. It's okay to feel this way, and your feelings are valid.

As we explore these feelings, it's important to consider possible patterns that might be contributing to your current state. This could involve elements like burnout, perfectionism, avoidance, low self-efficacy, or feeling disconnected from your values. Recognizing these patterns can help us understand how to move forward.

In our journey towards healing and growth, we can draw upon evidence-informed approaches like Cognitive Behavioral Therapy (CBT), motivational interviewing, and positive psychology. These techniques can help us reframe unhelpful thoughts, regulate stress, clarify your values, and set achievable goals.

Moving forward, I encourage you to take small steps towards self-care and stress regulation. This could involve practices like mindfulness, journaling, or reaching out to a trusted friend or professional for support. By reframing your thoughts and clarifying your values, you can start to pave a path towards a more fulfilling life direction.

If your distress feels overwhelming or persists, please remember that seeking professional support is always an option. Your well-being is important, and there are resources available to help you navigate this challenging time.

Remember, you have the strength and resilience to overcome these challenges. You are capable of creating a life that aligns with your values and brings you joy. Keep moving forward, one step at a time, and know that I am here to support you along the way.

Take care,

[Your Name]",scaffold_GPT-O4-Mini,GPT-O4-Mini,gpt-3.5-turbo,o4-mini-2025-04-16,GPT-O4-Mini,/Users/kennywongchamcharoen/Downloads/centaur-benchmark-code/results/counselling/20260610_scaffold_strict_v4/augmentation/scaffolds/GPT-O4-Mini.md,68c8a935ce67f098be50063ed33eb521099ad8eb8d15d016bed7d2101a8a6f77,"**Assistant Guidance: Three-Phase Workflow**

1. Requirements Check  
   • Carefully review the user’s request to identify all explicit deliverables and stylistic requirements.  
   • Note constraints such as tone, structure, and any professional or ethical boundaries.  
   • Flag any ambiguities or potential conflicts and plan to resolve them before drafting.

2. Plan & Structure  
   • Outline a logical flow that accommodates each required component in a coherent sequence.  
   • Decide on section headings or transition markers to guide the reader smoothly from one idea to the next.  
   • Allocate space proportionally, ensuring empathy and validation lead into reflection, then practical guidance, and finally closure.  
   • Ensure balance between evidence-informed principles and accessible language.

3. Draft → Self-Review → Finalize  
   • Draft the full response, focusing on voice consistency and alignment with the identified requirements.  
   • Conduct a self-review checklist:  
     – Verify inclusion of each needed element without overstepping boundaries.  
     – Confirm tone remains supportive and nonjudgmental.  
     – Check clarity, coherence, and plain-language usage.  
   • Refine wording based on the checklist, correct any inconsistencies, and tighten transitions.  
   • Perform a final read-through for flow and completeness, then prepare the response for delivery.",4,5,8,0.625,4.5,,,google/gemini-3.1-pro,Gemini-3.1-Pro
0,"Dear [Client],

I want to start by acknowledging how tough things must feel for you right now. Feeling emotionally drained and anxious about work while also feeling uncertain about the direction of your life can be incredibly overwhelming. It's okay to feel this way, and your feelings are valid.

It sounds like you might be experiencing a combination of burnout, perfectionism, and maybe some uncertainty about your values and goals. These patterns are common, especially when we're facing a lot of stress and pressure. It's important to remember that these feelings are not a reflection of your worth or abilities.

In times like these, it can be helpful to practice some stress regulation techniques. Taking breaks, deep breathing exercises, or even going for a walk can help you recharge and refocus. Additionally, try to challenge any negative thoughts you might be having about yourself or your situation. Reframing these thoughts in a more positive light can make a big difference.

When it comes to your values and goals, it might be beneficial to spend some time reflecting on what truly matters to you. What are the things that bring you joy and fulfillment? Setting some small, achievable goals based on these values can help give you a sense of direction and purpose.

I also want to remind you that it's okay to seek professional support if you're feeling overwhelmed or if these feelings persist. Your well-being is important, and there are professionals who can help you navigate through this difficult time.

Remember, you have the strength and resilience to overcome these challenges. You are not alone in this, and there is hope for a brighter future ahead. Take care of yourself and know that better days are ahead.

Warm regards,
[Your Name]",scaffold_Claude-Sonnet-4.6,Claude-Sonnet-4.6,gpt-3.5-turbo,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,/Users/kennywongchamcharoen/Downloads/centaur-benchmark-code/results/counselling/20260610_scaffold_strict_v4/augmentation/scaffolds/Claude-Sonnet-4.6.md,fbb237e74aeeeb8a193ff070a4f8cff9da6594df469fe63737189f4abbee1a0c,"**Assistant Guidance: Three-Phase Workflow**

---

**Phase 1: Requirements Check**
Before writing, audit all mandatory components against the task brief. Confirm you must address: empathic validation, tentative pattern identification (non-diagnostic), evidence-informed framing, concrete next steps across multiple domains, a safety/limits note, and an encouraging close. Note the tone constraints: supportive, plain language, non-clinical, single-session format. Flag any component you might overlook (e.g., the safety note is easy to omit). Clarify the intended audience register—this is for a distressed individual, not a clinician.

---

**Phase 2: Plan & Structure**
Map each required element to a distinct section or natural paragraph transition. Decide on a logical flow that mirrors how a real supportive conversation might unfold: acknowledgment first, gentle observation second, psychoeducation third, practical guidance fourth, safety note fifth, hopeful close last. Choose which evidence-based frameworks to weave in and how to keep them accessible without jargon. Plan transitions so the response reads as cohesive rather than a checklist. Estimate appropriate length—thorough but not overwhelming for someone in distress.

---

**Phase 3: Draft → Self-Review → Finalize**
Write a full draft following your structure. Then self-review against this checklist:
- Every required element is present and substantive.
- Tone remains warm, non-judgmental, and non-diagnostic throughout.
- Frameworks are named or implied without becoming academic.
- Next steps are specific and actionable, not vague.
- Safety note is present but not alarmist.
- Close reinforces agency and hope without dismissing difficulty.

Revise for clarity, flow, and compassionate tone, then finalize.",7,5,8,0.625,4.5,,,google/gemini-3.1-pro,Gemini-3.1-Pro
0,"I'm sorry to hear that you're feeling emotionally drained and anxious about work while also feeling uncertain about your life direction. It's completely understandable to feel this way, and it's important to acknowledge and validate those feelings without minimizing them.

It's possible that you may be experiencing patterns such as burnout, perfectionism, avoidance, low self-efficacy, or a mismatch between your values and your current situation. Recognizing these patterns can help us explore possible reasons behind your current struggles without jumping to conclusions or diagnosing anything.

In terms of evidence-informed approaches, techniques from cognitive-behavioral therapy (CBT), motivational interviewing, and positive psychology can be helpful. CBT can assist in reframing negative thoughts, motivational interviewing can help explore your values and goals, and positive psychology can focus on building resilience and well-being.

To move forward, it might be beneficial to focus on stress regulation techniques, such as deep breathing or mindfulness, to help manage your anxiety. Additionally, working on reframing your thoughts to be more positive and realistic, clarifying your values and what truly matters to you, and setting small, achievable goals can provide a sense of direction and purpose.

If your distress feels severe or persistent, it's important to consider seeking professional support from a therapist or counselor who can offer more specialized help.

Remember, you have the agency to make positive changes in your life, and there is always hope for a brighter future. Take small steps towards self-care and personal growth, and know that you're not alone in this journey.",scaffold_GPT-OSS-120B,GPT-OSS-120B,gpt-3.5-turbo,openai/gpt-oss-120b,GPT-OSS-120B,/Users/kennywongchamcharoen/Downloads/centaur-benchmark-code/results/counselling/20260610_scaffold_strict_v4/augmentation/scaffolds/GPT-OSS-120B.md,fc0e5f9fc53b4cf40f60393fe10a7aa7b57f4a286bd153a7965a28e2f09359b8,"**Assistant Guidance: Three-Phase Workflow**

**1. Requirements Check**  
- Verify that the prompt calls for a single‑session, supportive counseling style response.  
- Confirm the required elements: empathetic validation, cautious pattern spotting, evidence‑based framing, actionable steps, a safety/limits disclaimer, and an uplifting closing.  
- Ensure tone aligns with a non‑clinical, client‑centered voice and that language remains plain, accessible, and free of diagnostic labels.  
- Note any constraints on length, format, or the inclusion of specific therapeutic models (e.g., CBT, motivational interviewing, positive psychology).  

**2. Plan & Structure**  
- Outline a logical flow that moves the client from feeling heard to gaining insight and then to concrete next actions.  
- Allocate brief sections for each required component, deciding the order that feels most natural (e.g., start with validation, then pattern reflection, followed by evidence‑based framing, actionable steps, safety note, and close).  
- Draft concise bullet‑point or short‑paragraph templates for each section, ensuring each fulfills its purpose without overlap.  
- Identify where to embed gentle language that signals possibilities rather than diagnoses, and where to insert plain‑language explanations of therapeutic concepts.  

**3. Draft → Self‑Review → Finalize**  
- Write the full response using the planned structure, keeping sentences short and supportive.  
- Conduct a self‑review checklist: (a) all required elements present? (b) tone empathetic and non‑judgmental? (c) therapeutic references explained simply? (d) actionable steps realistic and specific? (e) safety disclaimer clear and brief? (f) closing reinforces agency and hope?  
- Revise any ambiguous phrasing, eliminate jargon, and tighten word count to meet any length limits.  
- Perform a final proofread for grammar, flow, and adherence to the original constraints before submitting.",6,3,8,0.375,6.0,,,google/gemini-3.1-pro,Gemini-3.1-Pro
0,"I hear you and I want to validate your feelings of being emotionally drained and anxious about work, as well as feeling uncertain about your life direction. It's completely understandable to feel this way given the challenges you're facing.

It seems like there may be some patterns at play here, such as burnout or perfectionism, that could be contributing to your current state. It's important to explore these patterns further to better understand how they might be impacting your well-being.

In terms of coping strategies, have you tried any stress regulation techniques or thought reframing exercises? Cognitive Behavioral Therapy (CBT) can be helpful in challenging negative thought patterns and Motivational Interviewing can assist in clarifying your values and goals.

Moving forward, I encourage you to take concrete steps towards stress regulation, such as practicing mindfulness or engaging in relaxation techniques. It may also be beneficial to reflect on your values and set some near-term goals that align with what is truly important to you.

If your distress is severe or persistent, it's important to seek professional support from a therapist or counselor who can provide additional guidance and support.

Remember, you have the agency to make positive changes in your life and there is hope for a brighter future. Take small steps towards self-care and self-discovery, and know that you are not alone in this journey.",plain,plain,gpt-3.5-turbo,plain,plain,,,,0,2,8,0.25,7.0,,,google/gemini-3.1-pro,Gemini-3.1-Pro
0,"Dear [Client],

I hear you and I want you to know that it's completely valid to feel emotionally drained, anxious about work, and uncertain about where life is heading. These feelings are tough to navigate, but you're not alone in experiencing them.

It's possible that what you're feeling could be linked to patterns like burnout, perfectionism, avoidance, low self-efficacy, or feeling disconnected from your values. However, it's important to note that I'm not diagnosing you, just offering some potential areas to explore.

In times like these, evidence-informed approaches like Cognitive Behavioral Therapy (CBT), motivational interviewing, and positive psychology can be helpful. These methods can assist you in regulating stress, reframing negative thoughts, clarifying your values, and setting achievable goals for the near future.

Remember, if your distress feels overwhelming or persists, seeking professional support is a wise step. Your well-being is a priority, and there are resources available to help you through this challenging time.

I want to leave you with a message of hope – you have the strength and capability to navigate through these difficult emotions. Take small steps towards self-care, seek support when needed, and believe in your ability to overcome these challenges. You're not alone in this journey.

Take care,

[Your Name]",scaffold_Claude-Opus-4.8,Claude-Opus-4.8,gpt-3.5-turbo,anthropic/claude-opus-4-8,Claude-Opus-4.8,/Users/kennywongchamcharoen/Downloads/centaur-benchmark-code/results/counselling/20260610_scaffold_strict_v4/augmentation/scaffolds/Claude-Opus-4.8.md,e2318ea43a8cd6d6cf85e64422f2e20f6b26ff000fc021bac50a99f179d02e2a,"**Assistant Guidance: Three-Phase Workflow**

**Phase 1 — Requirements Check**
Begin by parsing the task into its explicit deliverables and constraints. Identify every required component the response must contain, the intended tone, the format (single-session, supportive), and any boundaries (e.g., non-diagnostic stance, safety/limits expectations). Note which elements are mandatory versus stylistic. List any ambiguities and resolve them with reasonable, conservative assumptions. Confirm you understand who the audience is and what ""done"" looks like before writing anything.

**Phase 2 — Plan & Structure**
Map each required element to a logical section or beat so nothing is dropped. Decide a sequence that flows naturally for the reader—typically opening, middle development, and close. For each section, jot a one-line intention (purpose, not content). Plan how to honor cautionary constraints throughout (tentative language, scope limits) and where the safety note and closing belong. Check that the structure balances coverage with brevity and that transitions will feel cohesive rather than checklist-like.

**Phase 3 — Draft → Self-Review → Finalize**
Write a full draft following your plan, keeping tone and constraints consistent. Then self-review against the Phase 1 requirement list: confirm each component is present, the tone matches, prohibited moves are avoided, and the framing stays within stated limits. Check for clarity, accuracy of approach, appropriate hedging, and a coherent, encouraging ending. Trim redundancy, smooth transitions, and verify length is appropriate. Make final edits, then confirm the response fully satisfies the task before delivering.",8,1,8,0.125,8.0,,,google/gemini-3.1-pro,Gemini-3.1-Pro
0,"Dear [Client],

I want to first acknowledge the weight of the emotions you're carrying right now. Feeling emotionally drained, anxious about work, and uncertain about life's direction can be incredibly overwhelming. It's important to recognize and honor these feelings without downplaying their impact on you.

In exploring your current state, it's possible that patterns like burnout, perfectionism, avoidance, low self-efficacy, or a mismatch in values might be at play. While I'm not here to diagnose, understanding these patterns can shed light on the challenges you're facing.

Drawing from evidence-informed approaches like Cognitive Behavioral Therapy (CBT), Motivational Interviewing, and Positive Psychology, we can work together to reframe your thoughts, regulate stress, clarify your values, and set achievable goals. By breaking down these overwhelming feelings into manageable steps, we can pave a path towards a more fulfilling and balanced life.

It's essential to prioritize your well-being, so if the distress you're experiencing feels severe or persistent, seeking professional support can provide additional guidance and resources. Your mental health is paramount, and reaching out for help is a courageous step towards healing.

As we navigate this journey together, remember that you hold the power to shape your future. Your agency and resilience are remarkable strengths that will guide you towards a brighter tomorrow. Stay hopeful, stay strong, and know that I'm here to support you every step of the way.

Warm regards,
[Your Name]",scaffold_DeepSeek-V3.1,DeepSeek-V3.1,gpt-3.5-turbo,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,/Users/kennywongchamcharoen/Downloads/centaur-benchmark-code/results/counselling/20260610_scaffold_strict_v4/augmentation/scaffolds/DeepSeek-V3.1.md,a00415c9eac4e3ccae4e7936aec972340c1a87191d799d2db4485e44d6711c67,"**Assistant Guidance: Three-Phase Workflow**

1.  **Requirements Check**
    Systematically verify the task instructions against the response draft to ensure all six explicit content requirements are addressed. Confirm that the tone remains consistently supportive and counseling-appropriate, avoiding any language that could be construed as a formal diagnosis. Ensure all evidence-informed frameworks are translated into plain, accessible language for the client.

2.  **Plan & Structure**
    Outline a logical flow for the single-session response, beginning with establishing rapport and validation. Plan the integration of the required elements, ensuring cautious pattern identification leads naturally into the evidence-informed framing. Structure the concrete next steps to be actionable and directly tied to the previously mentioned patterns and frameworks. Allocate space for the required safety note and a closing that emphasizes client agency.

3.  **Draft -> Self-Review -> Finalize**
    Compose the draft according to the outlined structure. In the self-review, critically assess whether the language is consistently empathic and non-minimizing. Check that all technical terms from psychological modalities are adequately simplified and that the suggested next steps are genuinely concrete. Ensure the safety note is present and appropriately positioned. Finalize the response by refining language for clarity, warmth, and encouragement.",3,0,8,0.0,9.0,,,google/gemini-3.1-pro,Gemini-3.1-Pro
0,"Dear [Client],

I want to acknowledge the emotional weight you are carrying right now. Feeling drained, anxious about work, and uncertain about life direction is incredibly challenging, and it's okay to feel overwhelmed by it all. Your feelings are valid, and it's important to honor them.

As we explore these emotions together, I want to gently introduce the idea that there may be patterns at play. Perhaps you are experiencing burnout from pushing yourself too hard, or maybe perfectionism is adding to your stress. It's also possible that there is a mismatch between your values and your current circumstances. These are common struggles that many people face, and it's okay to recognize them without labeling yourself.

In navigating through these challenges, we can draw upon the principles of Cognitive Behavioral Therapy (CBT), motivational interviewing, and positive psychology. These approaches focus on understanding how our thoughts influence our emotions and behaviors, exploring our values and goals, and finding practical ways to make positive changes in our lives.

Moving forward, I suggest focusing on four key areas: 
1. Stress Regulation: Finding healthy ways to manage your stress and prevent burnout.
2. Thought Reframing: Challenging negative thought patterns and replacing them with more helpful perspectives.
3. Values Clarification: Reflecting on what truly matters to you and aligning your actions with your values.
4. Near-Term Goal Setting: Setting achievable goals that align with your values and bring you closer to where you want to be.

It's important to note that if your distress ever feels overwhelming or persistent, it may be beneficial to seek professional support. Your well-being is paramount, and there is no shame in reaching out for help when needed.

Remember, you have the power to shape your path and create a life that aligns with your values and brings you fulfillment. You are not alone in this journey, and there is hope for a brighter tomorrow.

Take care, [Client]. You are capable of navigating through this challenging time and finding your way towards a more fulfilling and balanced life.

Warm regards,
[Your Name]",scaffold_Gemini-3.1-Pro,Gemini-3.1-Pro,gpt-3.5-turbo,google/gemini-3.1-pro,Gemini-3.1-Pro,/Users/kennywongchamcharoen/Downloads/centaur-benchmark-code/results/counselling/20260610_scaffold_strict_v4/augmentation/scaffolds/Gemini-3.1-Pro.md,f1ac9bf3dfdd3209c37acd93e3037d8450a285b0bbdde7a8a7e21cd6df1c639e,"**Assistant Guidance: Three-Phase Workflow**

**Phase 1: Requirements Check**
- Verify the persona: Single-session supportive counseling style.
- Confirm the target audience: A client experiencing emotional exhaustion, work anxiety, and life uncertainty.
- Ensure all six required elements are accounted for: Empathic validation, cautious pattern identification (no diagnosing), evidence-informed framing (CBT, MI, Positive Psychology in plain language), concrete next steps (regulation, reframing, values, goals), safety/limits note, and an encouraging closing.
- Check tone constraints: Supportive, validating, non-minimizing, and empowering.

**Phase 2: Plan & Structure**
- **Opening:** Plan a warm, validating introduction that acknowledges the emotional weight of the client's experience.
- **Exploration & Framing:** Outline how to gently introduce potential patterns (e.g., burnout, value mismatch) using plain-language concepts from the specified therapeutic frameworks.
- **Actionable Steps:** Structure the intervention section to cover the four required areas: stress regulation, cognitive reframing, values clarification, and near-term goals. Ensure these are practical and accessible.
- **Closing & Safety:** Draft the placement of the safety/limits note (often best near the end) and plan a final statement that reinforces hope and the client's agency.

**Phase 3: Draft -> Self-Review -> Finalize**
- Draft the response following the structured outline, maintaining a compassionate and professional tone throughout.
- Review the draft against the requirements: Is the validation genuine? Are the patterns suggested without crossing into diagnosis? Are the therapeutic concepts translated into accessible language? Are all four concrete steps included? Is the safety note present?
- Refine the language to ensure smooth transitions between empathy, psychoeducation, and action planning. Finalize the response.",9,0,0,,,,,google/gemini-3.1-pro,Gemini-3.1-Pro
