model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank,task_slug,task_title,mode,score,rank_value,source,judge_model
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,1.6666666666666667,1.1547005383792517,0.9166666666666666,0.1443375672974064,4,1.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.9166666666666666,1.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,2.6666666666666665,1.607275126832159,0.7738095238095237,0.1752670460039935,4,2.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.7738095238095237,2.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,2.5,1.0,0.7380952380952381,0.1266892657963854,4,3.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.7380952380952381,3.0,panel_aggregate,aggregate
plain,plain,plain,4.5,2.6770630673681683,0.5178571428571428,0.2072249426848715,4,4.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.5178571428571428,4.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,4.833333333333333,3.617089069035117,0.4464285714285714,0.298273090865894,4,5.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.4464285714285714,5.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,4.833333333333333,1.607275126832159,0.4166666666666667,0.0721687836487032,4,6.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.4166666666666667,6.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,5.666666666666667,2.0207259421636903,0.3869047619047618,0.2069683172704013,4,7.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.3869047619047618,7.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,5.333333333333333,2.254624876411447,0.375,0.125,4,8.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.375,8.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,6.166666666666667,1.8929694486000912,0.3392857142857142,0.2531686942635326,4,9.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.3392857142857142,9.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,7.333333333333333,2.0816659994661326,0.0833333333333333,0.1443375672974064,4,10.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.0833333333333333,10.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,2.1666666666666665,1.607275126832159,0.7638888888888888,0.2055367859298436,4,1.0,counselling,Counseling session (Anthropic Econ Index),automation,0.7638888888888888,1.0,panel_aggregate,aggregate
