model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,2.5,0.8660254037844386,0.7380952380952381,0.12668926579638545,4,1.0
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,2.6666666666666665,2.4664414311581235,0.7222222222222222,0.2545875386086578,4,2.0
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,3.1666666666666665,1.7559422921421233,0.6845238095238096,0.23030407288277505,4,3.0
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,2.8333333333333335,2.3094010767585034,0.6805555555555555,0.1878854063676206,4,4.0
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,3.6666666666666665,1.7559422921421233,0.5634920634920635,0.2676145285728153,4,5.0
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,4.333333333333333,1.0408329997330663,0.4861111111111111,0.14632852434517693,4,6.0
gpt-4.1,GPT-4.1,automation_GPT-4.1,5.333333333333333,0.2886751345948129,0.4761904761904762,0.04123930494211612,4,7.5
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,4.833333333333333,3.253203549323856,0.4761904761904762,0.37726075898787675,4,7.5
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,7.333333333333333,0.5773502691896257,0.1726190476190476,0.06760605173571754,4,9.0
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.666666666666666,0.5773502691896258,0.0,0.0,4,10.0
