model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,3.0,1.0,0.7440476190476191,0.11618584104728057,4,1.0
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,2.3333333333333335,1.4433756729740645,0.7222222222222222,0.13393959390267995,4,2.5
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,2.8333333333333335,2.753785273643051,0.7222222222222222,0.2545875386086578,4,2.5
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,3.5,1.8027756377319946,0.6547619047619048,0.13521210347143509,4,4.0
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,3.0,1.3228756555322954,0.611111111111111,0.271100295776988,4,5.0
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,3.6666666666666665,2.516611478423583,0.5952380952380952,0.29576805354297253,4,6.0
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,4.333333333333333,1.0408329997330663,0.4682539682539682,0.12218098665349725,4,7.0
gpt-4.1,GPT-4.1,automation_GPT-4.1,6.666666666666667,1.5275252316519465,0.26785714285714285,0.15257149545209878,4,8.0
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,7.333333333333333,0.5773502691896258,0.21428571428571427,0.13946874421261884,4,9.0
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.666666666666666,0.5773502691896258,0.0,0.0,4,10.0
