model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,1.0,0.0,0.8035714285714285,0.14322868351804724,4,1.0
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,2.6666666666666665,2.0816659994661326,0.6851851851851851,0.23665514665059367,4,2.0
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,3.3333333333333335,1.1547005383792515,0.636904761904762,0.0643848442047141,4,3.0
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,2.6666666666666665,0.5773502691896258,0.6342592592592592,0.21974896826492257,4,4.0
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,3.0,1.0,0.6031746031746031,0.24436197330699455,4,5.0
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,4.333333333333333,1.1547005383792517,0.5873015873015873,0.15684646169818783,4,6.0
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,5.333333333333333,0.5773502691896258,0.46230158730158727,0.06898943909013375,4,7.0
gpt-4.1,GPT-4.1,automation_GPT-4.1,7.333333333333333,1.1547005383792517,0.30357142857142855,0.06438484420471409,4,8.0
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,7.0,0.0,0.2837301587301588,0.1370771861064752,4,9.0
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.666666666666666,0.5773502691896258,0.0,0.0,4,10.0
