model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,2.3333333333333335,0.28867513459481287,0.7857142857142857,0.061858957413174195,4,1.5
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,2.5,1.8027756377319946,0.7857142857142857,0.13946874421261884,4,1.5
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,2.8333333333333335,2.0207259421636903,0.7261904761904763,0.2864573670360944,4,3.0
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,3.3333333333333335,1.8929694486000912,0.7023809523809524,0.18327147998024584,4,4.0
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,4.5,3.0,0.5416666666666666,0.26020824993326663,4,5.0
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,4.333333333333333,1.5275252316519465,0.5,0.125,4,6.0
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,5.0,0.5,0.39285714285714285,0.1287696884094282,4,7.0
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,5.833333333333333,1.8929694486000912,0.26785714285714285,0.15257149545209878,4,8.0
plain,plain,plain,6.375,3.3509948771471834,0.2544642857142857,0.33641485918875996,4,9.0
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,7.833333333333333,0.2886751345948129,0.125,0.125,4,10.0
