model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,1.5,0.5,0.8333333333333334,0.14433756729740646,4,1.0
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,2.8333333333333335,1.755942292142123,0.6547619047619048,0.3785265022758249,4,2.0
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,4.833333333333333,3.3291640592396967,0.5773809523809524,0.30635974362994695,4,3.0
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,4.666666666666667,3.547299442298794,0.5416666666666666,0.26020824993326663,4,4.0
plain,plain,plain,4.375,2.0966242709015206,0.5133928571428572,0.16584085375898847,4,5.0
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,5.166666666666667,1.2583057392117918,0.4702380952380952,0.17158970601666163,4,6.0
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,4.833333333333333,1.755942292142123,0.4583333333333333,0.07216878364870323,4,7.0
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,4.666666666666667,0.2886751345948129,0.39285714285714285,0.1287696884094282,4,8.0
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,5.333333333333333,3.4034296427770228,0.38690476190476186,0.3245549019098949,4,9.0
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,7.333333333333333,2.081665999466133,0.16666666666666666,0.2886751345948129,4,10.0
