model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank
anthropic/claude-opus-4-8,Claude-Opus-4.8,automation_Claude-Opus-4.8,2.1666666666666665,1.607275126832159,0.7638888888888888,0.20553678592984365,4,1.0
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,2.8333333333333335,1.0408329997330665,0.7440476190476191,0.11618584104728057,4,2.0
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,3.0,1.7320508075688772,0.7321428571428571,0.23351244340396465,4,3.0
google/gemini-3.1-pro,Gemini-3.1-Pro,automation_Gemini-3.1-Pro,3.1666666666666665,2.4664414311581235,0.6746031746031745,0.17870365474916988,4,4.0
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,automation_DeepSeek-V3.1,2.6666666666666665,0.7637626158259734,0.6468253968253969,0.2767270376446213,4,5.0
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,automation_Claude-Sonnet-4.6,3.6666666666666665,1.7559422921421233,0.5277777777777778,0.2097176232019653,4,6.0
openai/gpt-oss-120b,GPT-OSS-120B,automation_GPT-OSS-120B,5.5,1.5,0.4226190476190476,0.2502124947259965,4,7.0
gpt-4.1,GPT-4.1,automation_GPT-4.1,6.333333333333333,1.1547005383792517,0.30952380952380953,0.10309826235529032,4,8.0
o3-mini-2025-01-31,GPT-O3-Mini,automation_GPT-O3-Mini,7.333333333333333,1.1547005383792517,0.17857142857142858,0.09278843611976127,4,9.0
gpt-3.5-turbo,GPT-3.5-Turbo,automation_GPT-3.5-Turbo,8.666666666666666,0.5773502691896258,0.0,0.0,4,10.0
