model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,1.5,0.8660254037844386,0.875,0.21650635094610965,4,1.0
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,4.166666666666667,4.193248541803042,0.625,0.33071891388307384,4,2.0
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,3.8333333333333335,2.3094010767585034,0.5238095238095238,0.1316270499255713,4,3.0
plain,plain,plain,4.625,2.174664725116648,0.5133928571428572,0.16584085375898847,4,4.0
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,5.0,2.29128784747792,0.4583333333333333,0.07216878364870323,4,5.0
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,4.166666666666667,4.252450274057692,0.44047619047619047,0.39177339695010316,4,6.0
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,4.333333333333333,1.2583057392117918,0.43452380952380953,0.187570848292723,4,7.0
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,6.166666666666667,1.607275126832159,0.39285714285714285,0.1287696884094282,4,8.0
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,5.833333333333333,1.8929694486000912,0.38095238095238093,0.20619652471058067,4,9.0
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,5.833333333333333,1.5275252316519465,0.3511904761904762,0.09163573999012295,4,10.0
