replicate_id,output,condition,model_id,model_label,item_id,total_wins,total_games,avg_win_rate,avg_rank,std_rank,std_win_rate,judge_model,judge_label
0,"Of course. Here is a single-session supportive counseling-style response incorporating all the requested elements.

***

Thank you for sharing that with me. It sounds like you're carrying a really heavy load right now—feeling emotionally drained while also managing this constant undercurrent of anxiety about work and a bigger uncertainty about where your life is headed. That's a lot for anyone to handle, and it makes complete sense that you'd feel overwhelmed. Your feelings are a valid response to the pressures you're under; you're not overreacting.

Sometimes, when we listen to stories like yours, a few common patterns can emerge. For instance, when we push ourselves very hard for a long time—often with high personal standards—it can lead to a deep exhaustion that goes beyond ordinary tiredness. Other times, the anxiety about work can be a signal that what we're doing day-to-day might feel misaligned with what we truly value, creating a sense of being lost or off-track. It’s not about what’s “wrong,” but rather what *patterns* might be keeping you stuck.

Let's think about this in a slightly different way, using a couple of ideas that research has shown to be helpful. From cognitive behavioral therapy (CBT), we know that our thoughts, feelings, and actions are all linked. The anxious thought (""I might mess up"") fuels the emotional drain, which can make us avoid tasks, which then makes the anxiety worse—it's a tough cycle. Motivational interviewing would tell us that you are the expert on your own life. My role is to help you explore your own motivations and find the path that feels most authentic to you. And from positive psychology, we know that even small moments of connection to our strengths and values can be a powerful buffer against stress.

Given all that, would it be okay if we brainstormed a couple of small, concrete steps you could take this week? These aren't fixes, but experiments to see what might help regulate this feeling.

1.  **For Stress Regulation:** Let's prioritize one small act of replenishment. This isn a luxury; it's necessary maintenance. Could you schedule just 10 minutes today and tomorrow for something that feels calming? It could be a walk without your phone, deep breathing (try the ""4-7-8"" technique: inhale for 4, hold for 7, exhale for 8), or simply listening to one full song you love.

2.  **For Thought Reframing:** When an anxious work thought arises, try to gently challenge it. Ask yourself: ""Is this thought 100% true? What is a more balanced or compassionate way to see this situation?"" For example, shifting from ""I have to be perfect"" to ""I can aim for good enough and learn from this.""

3.  **For Values Clarification:** Let's quiet the ""shoulds"" and listen for what matters to *you*. Sometime this week, jot down three moments in your life—anytime, work or personal—when you felt genuinely engaged or proud. What does that tell you about what you value? (e.g., creativity, teamwork, mastery, independence?). This isn't about a life plan, just gathering data.

4.  **For Near-Term Goal Setting:** Based on that, set one tiny, achievable goal for the next week that aligns with one value. If you value health, the goal could be three short walks. If you value learning, it could be listening to a 15-minute podcast on a topic you enjoy. Small wins build momentum.

It's important to acknowledge that while these tools can be very helpful, they have their limits. If these feelings of being drained and anxious ever become overwhelming, persistent, or include thoughts of harming yourself, please reach out to a professional for more dedicated support. That is a sign of strength, not weakness. There are resources like [**Psychology Today's therapist finder**](https://www.psychologytoday.com/us) or the **988 Suicide & Crisis Lifeline** that are there for exactly that purpose.

You've already taken a brave first step by naming these feelings and reaching out. That tells me you have a great deal of strength and self-awareness within you. Remember, you don't have to have all the answers about your life direction right now. The goal right now is just to turn down the volume on the stress and reconnect with what feels meaningful to you, one small step at a time. You have the agency to shape your path forward, and there is genuine hope in these small, consistent actions. I'm confident you can navigate this.",automation_DeepSeek-V3.1,deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,2,2,3,0.6666666666666666,1.5,,,gpt-4.1,GPT-4.1
0,"<think>
**Refining Thought Processes**

I am currently focusing on distilling the core themes from the client’s input and my initial framing. The aim is to identify actionable, client-centered strategies that address their emotional drain, work-related anxiety, and existential uncertainty. I am concentrating on how to gently introduce concepts like burnout, perfectionism, and values alignment without pathologizing, emphasizing self-compassion and agency throughout the proposed next steps.

 
</think>

Thank you for reaching out and sharing so openly about what you are going through right now. Hearing you describe feeling emotionally drained, deeply anxious about your work, and unsure of where your life is heading, I want to first just acknowledge how incredibly heavy that is to carry. It makes complete sense that you are feeling exhausted. When we are constantly navigating anxiety and trying to figure out our life’s path all at once, it takes a massive toll on our mental and physical energy. Your feelings are entirely valid, and you are not alone in experiencing this.

When looking at what you’re describing, a few patterns might be at play here. Often, when we feel this level of emotional depletion, we are brushing up against burnout—a state where the demands on us have simply outpaced our internal reserves. This can sometimes be compounded by a drive to do things perfectly, or a fear of making the ""wrong"" choice, which can inadvertently lead us to feel paralyzed or stuck. Additionally, that feeling of being uncertain about your life direction often points to a ""value-direction mismatch."" This just means that the things you are spending your time and energy on right now might not be fully aligned with what genuinely matters to you deep down. 

It can be helpful to look at this through a few practical lenses. From a cognitive-behavioral perspective, our minds often try to protect us by focusing on worst-case scenarios about work or the future. While this is a normal survival mechanism, it fuels our anxiety and drains our energy. From a motivational standpoint, feeling uncertain isn't a sign that you are broken; rather, it’s an invitation to pause and get curious about what actually brings you meaning. And finally, even in the midst of this exhaustion, the fact that you are seeking insight shows a profound underlying strength and a desire to heal. 

Because it is impossible to figure out your whole life direction when your emotional battery is at zero, our immediate focus should be on recharging and taking small, manageable steps. Here are a few concrete things you can try this week:

**1. Stress Regulation (Recharging the Battery):** When work anxiety spikes, your nervous system goes into overdrive. Try to practice a simple grounding technique to signal safety to your body. You might try ""Box Breathing"" (inhale for 4 seconds, hold for 4, exhale for 4, hold for 4) for just two minutes when you feel overwhelmed. 
**2. Thought Reframing (Managing Anxiety):** When you notice anxious thoughts about work or the future spiraling, gently pause and ask yourself: *""Is this thought a fact, or is it a fear?""* You don't have to force yourself to be positive, but try to find a more neutral, balanced thought, such as, *""I am struggling right now, but I have navigated difficult times before.""*
**3. Values Clarification (Finding Direction):** Instead of trying to plan the next five years, grab a piece of paper and write down three moments in your life where you felt genuinely engaged, at peace, or energized. Look for the common threads. Was it when you were helping others? Being creative? Learning? This can give us clues about your core values.
**4. Near-Term Goal Setting (Building Momentum):** Set one ""micro-goal"" for the next 48 hours. Make it so small that it feels almost effortless—like taking a 10-minute walk outside without your phone, or drinking an extra glass of water. Small wins rebuild our belief in our ability to make changes.

*A brief note on safety and support: While these tools can be a great starting point, this response is not a substitute for ongoing professional therapy. If you find that your distress is severe, persistent, or if you ever feel hopeless or unsafe, please reach out to a licensed mental health professional, a doctor, or a local crisis line. You deserve dedicated, ongoing support.*

Please remember that you do not have to figure out your entire life's direction today. You only need to focus on the very next step in front of you. The uncertainty you are feeling right now is not a permanent destination; it is a transition. You have the agency, the resilience, and the capacity to navigate through this fog, one gentle step at a time. Be kind to yourself right now—you are doing the best you can, and that is enough.",automation_Gemini-3.1-Pro,google/gemini-3.1-pro,Gemini-3.1-Pro,3,2,3,0.6666666666666666,1.5,,,gpt-4.1,GPT-4.1
0,"It sounds like you're carrying a lot right now—feeling emotionally drained, anxious about work, and unsure where your life is heading. I want to start by saying that those feelings make complete sense. When you're depleted, even ordinary tasks can feel heavy, and uncertainty about direction can quietly amplify everything else. You're not overreacting, and you're not failing. You're a person who's been working hard, possibly for a long time, without enough room to refuel.

**Some patterns worth gently noticing**

I won't put a label on what you're experiencing, but a few common patterns sometimes show up in situations like yours. See if any of these resonate—not as verdicts, just as possibilities:

- **Burnout**, where prolonged demand outpaces recovery, leaving you running on empty.
- **Perfectionism or high internal standards**, which can make rest feel undeserved and ""good enough"" feel impossible.
- **A values–direction mismatch**, where your daily efforts may have drifted away from what actually matters to you, creating a low-grade sense of ""what's the point?""
- **Avoidance**, which is a very human way of coping with overwhelm but can quietly grow the anxiety it's trying to escape.

You're the expert on your own life, so take whichever of these fits and leave the rest.

**A few ways to think about this**

One idea from cognitive behavioral therapy is that our thoughts, feelings, and actions are linked. When we're drained, our thinking often turns sharper and more global—""I'm failing,"" ""this will never change."" Those thoughts feel like facts but are usually exhausted interpretations, not the full truth. Noticing them is the first step to loosening their grip.

From positive psychology, we also know that direction often comes less from ""figuring it all out"" and more from reconnecting with small sources of meaning, strength, and energy. And from motivational interviewing, the most durable change tends to come from *your* reasons, at *your* pace—not from pressure to overhaul everything at once.

**Some concrete next steps**

*For stress regulation:*
- Try a brief daily reset—two or three minutes of slow breathing (longer exhale than inhale), a short walk, or simply stepping outside. The goal isn't to fix everything but to signal to your body that it's safe to downshift.

*For thought reframing:*
- When a harsh thought shows up, try asking: ""Is this fully true? What would I say to a friend in my situation? What's a more balanced version?"" Write the kinder, truer version down.

*For values clarification:*
- Ask yourself: ""When did I last feel genuinely engaged or like myself?"" and ""What matters to me beyond productivity?"" Even a few jotted notes can start revealing your compass.

*For near-term goals:*
- Choose one small, doable step for the next week—something concrete and low-pressure, like protecting one evening for rest or having one honest conversation about your workload. Small wins rebuild the sense that you can influence your own life.

**An important note**

Supportive reflection like this can help, but it isn't a substitute for individualized care. If your dist",automation_Claude-Opus-4.8,anthropic/claude-opus-4-8,Claude-Opus-4.8,0,1,3,0.3333333333333333,3.5,,,gpt-4.1,GPT-4.1
0,"# A Supportive Response for When You're Running on Empty

---

## First — You're Allowed to Feel This Way

What you're describing — that bone-deep exhaustion, the anxiety that follows you into your evenings, the quiet but persistent question of *""is this even the right path?""* — that's a genuinely heavy combination to carry. I want you to know that I hear all of it, and none of it sounds dramatic or exaggerated. It sounds **real and understandable.**

Feeling emotionally drained isn't weakness. It's often what happens when someone has been giving a great deal — to their work, to their responsibilities, to other people — without an equal return of rest, meaning, or recognition. The anxiety about work makes complete sense when you're already depleted, because a tired mind struggles to feel confident or clear. And the uncertainty about direction? That's not a character flaw. That's a very human response to feeling disconnected from what matters to you.

You don't need to justify or minimize any of this. It deserves to be taken seriously — and that's exactly what we're going to do here.

---

## Gently Noticing Some Possible Patterns

I want to be clear: I'm not diagnosing anything, and I don't have the full picture of your life. But based on what you've shared, a few patterns are worth **gently exploring together**, because naming something can sometimes take away a little of its power.

### 🔥 Burnout Territory
When emotional exhaustion combines with work anxiety, it can sometimes signal that you've been operating beyond your sustainable capacity for too long — what researchers like Christina Maslach describe as burnout. This isn't about being weak; it's about a mismatch between demands and resources. The tank simply runs dry.

### 🎯 Perfectionism as a Hidden Drain
Sometimes the anxiety isn't really about the work itself — it's about an internal standard that keeps moving. If you find yourself thinking things like *""I should be further along,"" ""I can't afford to make mistakes,""* or *""other people seem to handle this better,""* perfectionism may be quietly exhausting you from the inside out.

### 🔄 Avoidance Loops
When we feel overwhelmed, it's natural to avoid the things that feel hardest — certain tasks, certain conversations, certain decisions about the future. But avoidance tends to grow the anxiety rather than shrink it, creating a cycle that can feel increasingly difficult to exit.

### 🧭 A Values-Direction Mismatch
The uncertainty about life direction is worth paying particular attention to. Sometimes that feeling isn't confusion — it's actually **clarity trying to surface.** It may be pointing toward a gap between how you're spending your time and energy and what genuinely matters to you at a deeper level.

### 💭 Low Self-Efficacy Under Stress
Stress has a way of narrowing our view of our own capabilities. You may be more resourceful and capable than you currently feel — but exhaustion makes it hard to access that knowledge about yourself.

Again — these are possibilities to consider, not conclusions. You know yourself best.

---

## Some Frameworks That Might Help Make Sense of This

Research in psychology offers a few lenses that people often find genuinely useful — not as rigid formulas, but as ways of understanding what's happening.

### From Cognitive Behavioral Therapy (CBT): *Thoughts Shape Feelings*
Our minds, especially under stress, tend to generate what therapists call **cognitive distortions** — thought patterns that feel true but are actually skewed. Common ones include:

- **All-or-nothing thinking:** *""If I'm not succeeding completely, I'm failing.""*
- **Catastrophizing:** *""This uncertainty means everything will fall apart.""*
- **Mind-reading:** *""Everyone can see that I'm struggling.""*
- **Discounting the positive:** *""That went okay, but it doesn't really count.""*

The key insight from CBT isn't to force yourself to think positively — it's to **examine your thoughts like a curious detective** rather than accepting them as facts. Ask: *""What's the evidence for and against this thought? Is there another way to interpret this situation?""*

### From Motivational Interviewing: *Your Own Reasons Matter Most*
Motivational interviewing teaches us that lasting change comes from **your own values and motivations** — not from external pressure or someone else's blueprint for your",automation_Claude-Sonnet-4.6,anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,1,1,3,0.3333333333333333,3.5,,,gpt-4.1,GPT-4.1
0,"I hear you and I want to validate your feelings of being emotionally drained and anxious about work, as well as feeling uncertain about your life direction. It's completely understandable to feel this way given the challenges you're facing.

It seems like there may be some patterns at play here, such as burnout or perfectionism, that could be contributing to your current state. It's important to explore these patterns further to better understand how they might be impacting your well-being.

In terms of coping strategies, have you tried any stress regulation techniques or thought reframing exercises? Cognitive Behavioral Therapy (CBT) can be helpful in challenging negative thought patterns and Motivational Interviewing can assist in clarifying your values and goals.

Moving forward, I encourage you to take concrete steps towards stress regulation, such as practicing mindfulness or engaging in relaxation techniques. It may also be beneficial to reflect on your values and set some near-term goals that align with what is truly important to you.

If your distress is severe or persistent, it's important to seek professional support from a therapist or counselor who can provide additional guidance and support.

Remember, you have the agency to make positive changes in your life and there is hope for a brighter future. Take small steps towards self-care and self-discovery, and know that you are not alone in this journey.",automation_GPT-3.5-Turbo,gpt-3.5-turbo,GPT-3.5-Turbo,4,0,0,,,,,gpt-4.1,GPT-4.1
0,"Thank you for sharing how you’re feeling—it sounds like you’re carrying a heavy load right now. Feeling emotionally drained and anxious, especially about work and your direction in life, can be really overwhelming. It makes sense that you’d feel stuck or unsure when so much feels uncertain. These feelings are valid, and it’s important to acknowledge them without judgment.

From what you’ve described, it seems possible that you might be experiencing some patterns that many people face in stressful times—like burnout from ongoing pressure, perhaps holding yourself to very high standards, or even feeling unsure about your own abilities or the direction you want to take. Sometimes, when we’re stretched thin and unsure of our path, it’s easy to get caught up in anxious thoughts or to avoid tackling things that feel too big. While these are common human responses, they can make things feel even heavier.

One helpful way to approach this is to gently notice your thoughts and feelings without letting them define you. In cognitive behavioral therapy (CBT), we talk about how our thoughts, feelings, and actions are all connected. Sometimes, anxious or self-critical thoughts can keep us stuck. It can help to pause and ask yourself: “Is this thought a fact, or is it just one possible way of seeing things?” You might also try to identify small things that bring you a sense of meaning or satisfaction—even if they feel minor right now.

Motivational interviewing reminds us that ambivalence about change is normal. It’s okay not to have everything figured out. Focusing on your core values—what truly matters to you—can help clarify your next steps. Positive psychology suggests that building on your strengths, even in small ways, can help you regain a sense of control and hope.

Here are a few concrete next steps you might consider:

- **Stress regulation:** Try a simple grounding exercise, like taking a few slow, deep breaths, or noticing five things you can see, four things you can touch, three things you can hear, two things you can smell, and one thing you can taste. Even a short walk or a mindful pause can help reset your nervous system.
- **Thought reframing:** When you notice a harsh or anxious thought, gently ask yourself, “Is there a kinder or more balanced way I could see this situation?” For example, instead of “I’m failing,” you might try, “I’m facing a tough time, and I’m doing my best.”
- **Values clarification:** Take a few minutes to jot down what matters most to you in life right now—maybe relationships, creativity, learning, or helping others. Is there a small way you could honor one of these values this week?
- **Near-term goal setting:** Choose one manageable, specific goal for the next few days—something realistic, like reaching out to a friend, setting a boundary at work, or dedicating 10 minutes to something you enjoy or care about. Small steps can help rebuild momentum.

If you find that your distress is severe, persistent, or interfering with your ability to function, please consider reaching out to a mental health professional. Support is available, and you don’t have to go through this alone.

You’ve already shown courage and self-awareness by talking about these feelings. Remember, it’s okay to take things one step at a time. You have strengths and resources—even if they’re hard to see right now—and with support and small actions, things can shift. You’re not alone in this, and there is hope for change ahead.",automation_GPT-4.1,gpt-4.1,GPT-4.1,5,0,0,,,,,gpt-4.1,GPT-4.1
0,"I’m really sorry you’re carrying this heaviness right now — feeling emotionally drained, anxious about work, and unsure which direction to take in life is exhausting and confusing. What you’re describing makes perfect sense: when energy is low and pressure is high, it’s hard to think clearly or feel motivated. You haven’t done anything wrong for feeling this way.

A few patterns that commonly show up in situations like this (and might be worth noticing for yourself) are: burnout from prolonged stress and overload, perfectionism or high self-expectations that make setbacks feel catastrophic, avoidance (putting things off to reduce short-term discomfort), low self-efficacy (doubting your ability to handle tasks), or a mismatch between what you’re doing and what you truly value. I’m not diagnosing — I’m just naming possibilities so we can think about practical next steps.

How to understand this in plain, evidence-informed terms:
- CBT (cognitive-behavioral) ideas: our thoughts, emotions, and actions interact. When anxious thoughts push you to avoid or overwork, that keeps the stress cycle going. Small changes in thinking and behavior can change how you feel.
- Motivational interviewing ideas: change happens when it’s meaningful to you. Exploring what matters most and your own reasons for change tends to produce steadier progress than pressure from others.
- Positive psychology ideas: building small, repeatable positive experiences and using your strengths can restore energy and resilience.

Concrete next steps you can try this week — practical and small so they’re doable:

Stress regulation (short, immediate relief)
- 3-minute breathing break: inhale 4s — hold 2s — exhale 6s. Do this 3 times when you feel tense.
- Grounding: use 5-4-3-2-1 (name 5 things you see, 4 you can touch, 3 you hear, 2 you smell, 1 you taste/remember) to reduce acute anxiety.
- Schedule one 20–30 minute “rest” block into your day (walk, nap, or relaxing hobby) and protect it like an appointment.
- Basic sleep hygiene: consistent bedtime, limit screens 30–60 min before bed, and avoid caffeine late afternoon.

Thought reframing (CBT-style, simple)
- Try a quick thought record: notice the automatic thought (“I’ll fail if I don’t get this perfect”), rate how much you believe it (0–100%), list evidence for and against it, and create a balanced alternative (“I can do a good enough job and learn if I need to adjust”).
- Run a behavioral experiment: pick one small task and intentionally do it at a “good enough” level, then observe what happens. This tests catastrophic thinking in real life.

Values clarification (motivational interviewing/values work)
- Ask yourself two short questions: “What matters most to me?” and “When I imagine my ideal day, what’s happening?” Write 5 values or priorities (e.g., autonomy, learning, connection, creativity).
- Circle the top 1–2 values that feel most important right now. For each, list one tiny action (5–15 minutes) you could take this week that aligns with that value.

Near-term goal setting (manageable and specific)
- Choose 1 work-related and 1 personal goal for the next 7 days. Make them SMART and small (e.g., “Say no to one nonessential meeting this week” or “Spend 20 minutes on a hobby three times”).
- Break each into the first step (A short, concrete action you can do in 10–15 minutes) and schedule that step in your calendar.
- Track wins: at the end of each day, jot down one thing you did well or one small progress point.

If your distress is severe, getting worse, or you have thoughts of harming yourself, please reach out for professional support right away — contact your primary care provider, a mental health professional, or your local crisis line. If you’re in immediate danger, call emergency services. This message is supportive guidance, not a substitute for ongoing therapy or emergency care.

You’re already taking a meaningful step by noticing this and thinking about change. Small, steady actions and clearer priorities can shift things over time. I believe you have resources and strengths you can build on — you don’t have to fix everything at once. If you’d like, we can name one tiny, specific step right now to try in the next 24–48 hours.",automation_GPT-5-Mini,gpt-5-mini-2025-08-07,GPT-5-Mini,6,0,0,,,,,gpt-4.1,GPT-4.1
0,"I can hear that you're feeling really overwhelmed—emotionally drained by work and uncertain about where you're headed right now. It makes sense that these feelings come up given the pressure you’re under and the big questions you’re wrestling with. It sounds like work stresses and perhaps striving for high standards may be weighing heavily on you, and it’s not uncommon in times like these to feel caught between wanting to perform well and feeling uncertain about the direction that truly matters. This mix of burnout, perfectionism, maybe even avoiding some deeper concerns, and a sense that your path might not be aligned with your core values is something others have experienced too, and it helps to explore these patterns with compassion rather than judgment.

Drawing on some evidence-informed approaches, consider a few steps that might help you start to reclaim a bit of control. One idea is to begin with stress regulation techniques like deep, mindful breathing or a short walk to help calm your nervous system when you feel your anxiety rising. In terms of reframing thoughts—which is a key part of cognitive behavioral therapy—it can be useful to notice when you catch yourself falling into “all-or-nothing” thinking and gently reframe those thoughts. For example, if you feel like ""I’m failing at work,"" try to challenge that view by recognizing that everyone has ups and downs and that one moment of stress doesn’t define your overall performance.

It might be helpful, too, to spend some time clarifying your values. Ask yourself what really matters to you—beyond the expectations of work—and see how these might guide small, near-term goals. For instance, if balance is a key value, you might set a goal to carve out 15 minutes a day for an activity that nourishes you, whether that’s a creative hobby, a quiet moment reading, or simply being in nature. These steps can help build a sense of self-efficacy—that is, trusting your ability to take small actions that move you in the direction of what fits with who you truly are and what you need.

I also want to gently remind you that if your distress or feelings of anxiety become too intense or persistent, professional support can offer more tailored guidance, and there's absolutely no harm in reaching out to a mental health professional who can provide ongoing support.

I believe in your ability to navigate these challenges and find a direction that aligns with your values. Every step you take—however small—can contribute to reducing stress and building a more fulfilling way forward. Remember, you're not defined by these challenges; you're actively taking steps toward a better balance, and I hope you can see the strength and resilience you already have within you.",automation_GPT-O3-Mini,o3-mini-2025-01-31,GPT-O3-Mini,7,0,0,,,,,gpt-4.1,GPT-4.1
0,"I’m really sorry you’ve been feeling so drained, anxious about work, and unsure where you’re headed. It makes perfect sense that after pushing yourself day in and day out, you’d feel worn out and question what’s next. Those feelings are hard to carry, and you deserve kindness and understanding right now.

It sounds as though you might be running into patterns like burnout—where the constant pressure leaves you exhausted—or perhaps a streak of perfectionism that makes it tough to say “enough” even when your plate is overflowing. You might also be experiencing moments of avoidance (putting off difficult tasks), low self-efficacy (doubting your ability to cope), or a mismatch between what you truly value and what your daily work demands. I’m not diagnosing you, but naming these possibilities can help us figure out where to focus next.

From a CBT perspective, our thoughts, feelings, and actions are all connected. When anxious or overwhelmed thoughts spin in your mind, they can drain your energy and make it harder to act. Motivational interviewing reminds us that you already have reasons to change—let’s tap into what matters most to you. Positive psychology invites us to notice small strengths and sources of joy, even on tough days.

Here are some concrete next steps you could try over the coming week:

Stress regulation  
• Diaphragmatic breathing: inhale deeply for four counts, hold two, exhale for six—repeat five times when you feel tension.  
• Brief movement breaks: a two-minute stretch or walk around the block to reset.  

Thought reframing (CBT-style)  
• Catch “all-or-nothing” thoughts (“I have to be perfect or I’m failing”) and ask, “What’s a more balanced way to see this?”  
• Write down one stressful thought each evening and brainstorm two alternative, kinder perspectives.  

Values clarification  
• List your top five values (e.g., creativity, connection, growth).  
• Reflect on one small activity this week that reflects each value—even if it’s just 10 minutes.  

Near-term goal setting (SMART)  
• Choose one low-effort, achievable goal: for example, “Update my resume for 15 minutes on Wednesday.”  
• Check it off and notice how completing it feels—you’re building momentum.  

If at any point your anxiety or emotional pain feels overwhelming, persistent, or you find yourself unable to cope, please consider reaching out to a mental health professional, employee assistance program, or crisis line. You don’t have to face this alone.

You’ve already taken an important step by acknowledging how you feel and seeking a path forward. With each small decision—each breath, each reframe, each tiny goal—you’re reclaiming your energy and charting a direction aligned with what matters to you. You have the strength to move from feeling stuck toward a more balanced, purposeful life, one step at a time.",automation_GPT-O4-Mini,o4-mini-2025-04-16,GPT-O4-Mini,8,0,0,,,,,gpt-4.1,GPT-4.1
0,"**Hey [Name], thank you for sharing how you’re feeling right now. I hear that you’re feeling emotionally drained, anxious about work, and unsure about where you’re headed in life. That combination can feel overwhelming, and it makes total sense that you’d feel stuck and worn out. I’m glad you reached out—it takes a lot of courage to name what’s going on.**  

---

### 1. Validation  
You’re experiencing a heavy mix of fatigue, worry, and uncertainty, and none of those feelings are “over‑reacting” or “just in your head.” When our energy reserves are low, even everyday tasks can feel like huge obstacles, and the pressure to keep performing at work can amplify that sense of anxiety. It’s completely understandable to question the direction you’re heading when you’re running on empty.

### 2. Gentle Exploration of Possible Patterns  
While I’m not diagnosing anything, a few recurring themes often show up when people describe a similar picture:

* **Burnout** – prolonged stress and feeling that you have to give more than you can sustain.  
* **Perfectionism or high self‑expectations** – the inner voice that says “it’s not good enough” can keep us in a state of constant tension.  
* **Avoidance** – when anxiety spikes, we sometimes push tasks or decisions aside, which can increase the feeling of being stuck.  
* **Low self‑efficacy** – doubting our ability to influence outcomes can make future planning feel futile.  
* **Value‑direction mismatch** – spending a lot of time on work or activities that don’t align with what truly matters to us can drain motivation.

Seeing any of these patterns doesn’t mean something is “wrong” with you; it simply gives us clues about where the pressure is building.

### 3. Evidence‑Informed Framing (CBT, Motivational Interviewing, Positive Psychology)  

**Cognitive‑Behavioral Therapy (CBT)** tells us that thoughts, feelings, and actions are linked. When we notice a stressful thought (“I’ll never get this right”), we can test its accuracy and replace it with a more balanced one (“I’ve handled similar challenges before; I can try a step‑by‑step approach”).  

**Motivational Interviewing (MI)** reminds us to explore what matters most to you—your values, hopes, and what you’d like to see change—so that any new steps feel personally meaningful rather than imposed.  

**Positive Psychology** highlights that even small moments of “what’s going well” or gratitude can buffer stress and rebuild a sense of vitality.

All of these ideas can be applied in plain, everyday language without any jargon.

### 4. Concrete Next Steps  

#### a. Stress‑Regulation (Grounding & Energy Replenishment)  
1. **Mini‑break breathing** – 4‑7‑8 breathing (inhale 4 sec, hold 7 sec, exhale 8 sec) three times when you notice tension.  
2. **Micro‑movement** – stand, stretch, or walk for 2‑3 minutes every hour of desk work. Set a gentle timer if needed.  
3. **Evening wind‑down** – create a 15‑minute “shutdown” ritual (turn off work email, dim lights, note one thing you did well today).  

#### b. Thought Reframing (CBT‑style “Thought Record”)  
1. Write down a stressful situation, the automatic thought, the feeling, and the intensity (0‑100).  
2. Ask: *What evidence supports this thought? What evidence contradicts it?*  
3. Draft a balanced alternative (“I’m feeling pressure, but I have resources and past successes to draw on”).  
4. Rate the feeling again—often you’ll notice a drop.  

#### c. Values Clarification (MI‑style)  
1. **Values card sort** – list a few core areas (e.g., relationships, growth",automation_GPT-OSS-120B,openai/gpt-oss-120b,GPT-OSS-120B,9,0,0,,,,,gpt-4.1,GPT-4.1
