model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank,task_slug,task_title,mode,score,rank_value,source,judge_model
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,1.0,0.0,1.0,0.0,4,1.0,counselling,Counseling session (Anthropic Econ Index),augmentation,1.0,1.0,panel_aggregate,aggregate
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,2.0,0.0,0.8273809523809524,0.0676060517357175,4,2.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.8273809523809524,2.0,panel_aggregate,aggregate
plain,plain,plain,3.5,2.121320343559643,0.6473214285714286,0.1823265880059119,4,3.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.6473214285714286,3.0,panel_aggregate,aggregate
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,4.333333333333333,2.565800719723442,0.5416666666666666,0.1909406539564933,4,4.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.5416666666666666,4.0,panel_aggregate,aggregate
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,4.833333333333333,1.4433756729740643,0.5238095238095238,0.1316270499255712,4,5.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.5238095238095238,5.0,panel_aggregate,aggregate
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,4.833333333333333,2.753785273643051,0.375,0.2165063509461096,4,6.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.375,6.0,panel_aggregate,aggregate
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,5.166666666666667,0.7637626158259734,0.3511904761904762,0.0916357399901229,4,7.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.3511904761904762,7.0,panel_aggregate,aggregate
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,4.666666666666667,1.2583057392117918,0.3452380952380952,0.135212103471435,4,8.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.3452380952380952,8.0,panel_aggregate,aggregate
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,7.166666666666667,0.7637626158259734,0.2083333333333333,0.1909406539564933,4,9.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.2083333333333333,9.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,8.333333333333334,1.1547005383792517,0.1309523809523809,0.125424449438723,4,10.0,counselling,Counseling session (Anthropic Econ Index),augmentation,0.1309523809523809,10.0,panel_aggregate,aggregate
gpt-5-mini-2025-08-07,GPT-5-Mini,automation_GPT-5-Mini,1.6666666666666667,0.7637626158259733,0.875,0.125,4,1.0,counselling,Counseling session (Anthropic Econ Index),automation,0.875,1.0,panel_aggregate,aggregate
o4-mini-2025-04-16,GPT-O4-Mini,automation_GPT-O4-Mini,2.3333333333333335,0.7637626158259733,0.7797619047619048,0.0843895647545108,4,2.0,counselling,Counseling session (Anthropic Econ Index),automation,0.7797619047619048,2.0,panel_aggregate,aggregate
