model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,1.5,0.7071067811865476,0.9375,0.08838834764831845,3,1.0
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,2.0,1.4142135623730951,0.8571428571428572,0.2020305089104421,3,2.0
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,3.0,0.0,0.6071428571428572,0.15152288168283165,3,3.0
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,3.25,0.3535533905932738,0.5625,0.08838834764831845,3,4.0
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,4.5,2.1213203435596424,0.5446428571428572,0.2399112293311501,3,5.0
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,4.75,1.7677669529663689,0.45535714285714285,0.23991122933115006,3,6.0
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,5.0,2.8284271247461903,0.375,0.1767766952966369,3,7.0
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,5.833333333333333,2.753785273643051,0.30357142857142855,0.18813667415808463,3,8.5
plain,plain,plain,5.833333333333333,2.753785273643051,0.30357142857142855,0.18813667415808463,3,8.5
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,6.5,2.1213203435596424,0.25,0.3535533905932738,3,10.0
