scope,judge_a,judge_b,n_pairs,mean_abs_gap,within_one_share,method,correlation
all,Claude-Opus-4.8,DeepSeek-V3.1,98,1.9642857142857142,0.37755102040816324,spearman,0.51155565598062
all,Claude-Opus-4.8,DeepSeek-V3.1,98,1.9642857142857142,0.37755102040816324,pearson,0.5197936540050083
all,Claude-Opus-4.8,google/gemini-3.1-pro,98,1.4438775510204083,0.5510204081632653,spearman,0.7388255627620273
all,Claude-Opus-4.8,google/gemini-3.1-pro,98,1.4438775510204083,0.5510204081632653,pearson,0.738111845208615
all,Claude-Opus-4.8,GPT-4.1,35,2.5142857142857142,0.3142857142857143,spearman,-0.07208519474804591
all,Claude-Opus-4.8,GPT-4.1,35,2.5142857142857142,0.3142857142857143,pearson,-0.04469605339507321
all,DeepSeek-V3.1,google/gemini-3.1-pro,112,2.0401785714285716,0.375,spearman,0.5097597299483687
all,DeepSeek-V3.1,google/gemini-3.1-pro,112,2.0401785714285716,0.375,pearson,0.5004952715293305
all,DeepSeek-V3.1,GPT-4.1,49,3.3979591836734695,0.02040816326530612,spearman,0.5350025430117972
all,DeepSeek-V3.1,GPT-4.1,49,3.3979591836734695,0.02040816326530612,pearson,0.6191848384097253
all,google/gemini-3.1-pro,GPT-4.1,49,2.5306122448979593,0.3673469387755102,spearman,0.011560418855081335
all,google/gemini-3.1-pro,GPT-4.1,49,2.5306122448979593,0.3673469387755102,pearson,0.04752657990607379
augmentation,Claude-Opus-4.8,DeepSeek-V3.1,49,2.163265306122449,0.30612244897959184,spearman,0.37360214259450947
augmentation,Claude-Opus-4.8,DeepSeek-V3.1,49,2.163265306122449,0.30612244897959184,pearson,0.39328648524684084
augmentation,Claude-Opus-4.8,google/gemini-3.1-pro,49,1.5408163265306123,0.5714285714285714,spearman,0.6473077209155441
augmentation,Claude-Opus-4.8,google/gemini-3.1-pro,49,1.5408163265306123,0.5714285714285714,pearson,0.6707355928942519
augmentation,Claude-Opus-4.8,GPT-4.1,21,2.8095238095238093,0.2857142857142857,spearman,-0.01939554952291802
augmentation,Claude-Opus-4.8,GPT-4.1,21,2.8095238095238093,0.2857142857142857,pearson,0.0
augmentation,DeepSeek-V3.1,google/gemini-3.1-pro,56,2.080357142857143,0.39285714285714285,spearman,0.45093620031844295
augmentation,DeepSeek-V3.1,google/gemini-3.1-pro,56,2.080357142857143,0.39285714285714285,pearson,0.44122957301808846
augmentation,DeepSeek-V3.1,GPT-4.1,28,3.75,0.03571428571428571,spearman,0.7228122011729348
augmentation,DeepSeek-V3.1,GPT-4.1,28,3.75,0.03571428571428571,pearson,0.7924754961201829
augmentation,google/gemini-3.1-pro,GPT-4.1,28,3.357142857142857,0.14285714285714285,spearman,-0.1384140638579225
augmentation,google/gemini-3.1-pro,GPT-4.1,28,3.357142857142857,0.14285714285714285,pearson,-0.15414032471851571
automation,Claude-Opus-4.8,DeepSeek-V3.1,49,1.7653061224489797,0.4489795918367347,spearman,0.6360231653003618
automation,Claude-Opus-4.8,DeepSeek-V3.1,49,1.7653061224489797,0.4489795918367347,pearson,0.632509227463735
automation,Claude-Opus-4.8,google/gemini-3.1-pro,49,1.346938775510204,0.5306122448979592,spearman,0.8411184644677804
automation,Claude-Opus-4.8,google/gemini-3.1-pro,49,1.346938775510204,0.5306122448979592,pearson,0.8258099859198785
automation,Claude-Opus-4.8,GPT-4.1,14,2.0714285714285716,0.35714285714285715,spearman,-0.1042466807157312
automation,Claude-Opus-4.8,GPT-4.1,14,2.0714285714285716,0.35714285714285715,pearson,-0.22593243390959478
automation,DeepSeek-V3.1,google/gemini-3.1-pro,56,2.0,0.35714285714285715,spearman,0.5586543318140978
automation,DeepSeek-V3.1,google/gemini-3.1-pro,56,2.0,0.35714285714285715,pearson,0.5544166931540084
automation,DeepSeek-V3.1,GPT-4.1,21,2.9285714285714284,0.0,spearman,0.2790256258279144
automation,DeepSeek-V3.1,GPT-4.1,21,2.9285714285714284,0.0,pearson,0.3491667022258564
automation,google/gemini-3.1-pro,GPT-4.1,21,1.4285714285714286,0.6666666666666666,spearman,0.37657486206370516
automation,google/gemini-3.1-pro,GPT-4.1,21,1.4285714285714286,0.6666666666666666,pearson,0.2486047469444291
