model_id,model_label,condition,avg_rank_across_judges,sd_rank_across_judges,avg_win_rate_across_judges,sd_win_rate_across_judges,n_judges,aggregate_rank
openai/gpt-oss-120b,GPT-OSS-120B,scaffold_GPT-OSS-120B,1.5,0.5,0.8333333333333334,0.19094065395649332,4,1.0
o4-mini-2025-04-16,GPT-O4-Mini,scaffold_GPT-O4-Mini,1.5,0.5,0.7797619047619048,0.08438956475451083,4,2.0
anthropic/claude-sonnet-4-6,Claude-Sonnet-4.6,scaffold_Claude-Sonnet-4.6,3.6666666666666665,0.7637626158259733,0.5833333333333334,0.14433756729740646,4,3.0
anthropic/claude-opus-4-8,Claude-Opus-4.8,scaffold_Claude-Opus-4.8,4.833333333333333,2.753785273643051,0.5416666666666666,0.19094065395649332,4,4.0
plain,plain,plain,4.375,2.868652413009751,0.48660714285714285,0.2630016263108973,4,5.0
gpt-4.1,GPT-4.1,scaffold_GPT-4.1,5.166666666666667,1.607275126832159,0.44047619047619047,0.1687791295090217,4,6.0
o3-mini-2025-01-31,GPT-O3-Mini,scaffold_GPT-O3-Mini,6.333333333333333,1.5275252316519465,0.43452380952380953,0.06271222471936154,4,7.0
deepseek-ai/DeepSeek-V3.1,DeepSeek-V3.1,scaffold_DeepSeek-V3.1,5.0,1.0,0.3988095238095238,0.1620316379620976,4,8.0
google/gemini-3.1-pro,Gemini-3.1-Pro,scaffold_Gemini-3.1-Pro,6.0,2.6457513110645907,0.33928571428571425,0.18123020651950394,4,9.0
gpt-5-mini-2025-08-07,GPT-5-Mini,scaffold_GPT-5-Mini,7.166666666666667,2.362907813126304,0.16666666666666666,0.2886751345948129,4,10.0
